"ID","BDAT","LACT","Event","DIM","Date","Remark","Protocols","Technician",
      4437 ,06/14/17,   3 ,DIARHEA    , 107 ,11/21/21,                ,PUMP/BOLUS,Belsasar,
      4439 ,06/15/17,   4 ,PNEU       ,  19 ,06/21/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      4439 ,06/15/17,   5 ,DIARHEA    ,   5 ,06/30/23,PMP.BOL         ,PUMP/BOLUS,,
      4440 ,06/15/17,   3 ,DIARHEA    ,   7 ,05/14/21,                ,PUMP/BOLUS,Jesus,
      4440 ,06/15/17,   3 ,DIARHEA    ,   8 ,05/15/21,                ,PUMP/BOLUS,Diana,
      4440 ,06/15/17,   3 ,DIARHEA    ,   9 ,05/16/21,                ,PUMP/BOLUS,Nico,
      4454 ,06/20/17,   3 ,DIARHEA    ,  30 ,08/14/21,                ,PUMP/BOLUS,,
      4454 ,06/20/17,   3 ,DIARHEA    ,  31 ,08/15/21,                ,PUMP/BOLUS,Belsasar,
      4459 ,06/22/17,   3 ,DIARHEA    ,   9 ,05/23/21,                ,PUMP/BOLUS,Belsasar,
      4464 ,06/24/17,   4 ,DIARHEA    ,   8 ,10/29/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      4468 ,06/25/17,   3 ,DIARHEA    ,  14 ,09/04/21,ALF/YMCP,PUMP/BOLUS,Diana,
      4468 ,06/25/17,   3 ,DIARHEA    ,  15 ,09/05/21,ALF/YMCP,PUMP/BOLUS,Diana,
      4482 ,07/01/17,   3 ,DIARHEA    ,  79 ,10/02/21,                ,PUMP/BOLUS,Diana,
      4482 ,07/01/17,   3 ,DIARHEA    ,  80 ,10/03/21,                ,PUMP/BOLUS,Belsasar,
      4488 ,07/05/17,   2 ,DIARHEA    , 346 ,04/30/21,                ,PUMP/BOLUS,Diana,
      4488 ,07/05/17,   2 ,DIARHEA    , 347 ,05/01/21,                ,PUMP/BOLUS,Diana,
      4488 ,07/05/17,   2 ,DIARHEA    , 348 ,05/02/21,                ,PUMP/BOLUS,Belsasar,
      4492 ,07/07/17,   3 ,DIARHEA    , 376 ,07/24/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      4493 ,07/07/17,   3 ,DIARHEA    , 168 ,11/19/21,                ,Ceftiofur.22    ,Diana,
      4493 ,07/07/17,   3 ,DIARHEA    , 169 ,11/20/21,                ,PUMP/BOLUS,Diana,
      4493 ,07/07/17,   3 ,DIARHEA    , 170 ,11/21/21,                ,PUMP/BOLUS,Belsasar,
      4499 ,07/09/17,   4 ,PNEU       ,  11 ,07/29/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      4502 ,07/10/17,   2 ,DIARHEA    , 412 ,07/03/21,                ,PUMP/BOLUS,Belsasar,
      4502 ,07/10/17,   2 ,DIARHEA    , 413 ,07/04/21,                ,PUMP/BOLUS,Belsasar,
      4510 ,07/13/17,   5 ,DIARHEA    ,   2 ,07/05/23,PMP.BOL         ,PUMP/BOLUS,,
      4521 ,07/16/17,   2 ,PNEU       , 356 ,08/24/21,                ,Ceftiofur.22    ,Tara,
      4550 ,07/24/17,   4 ,PNEU       ,  53 ,08/28/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
      4558 ,07/29/17,   4 ,PNEU       ,  22 ,07/08/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      4564 ,07/31/17,   3 ,DIARHEA    ,   9 ,06/27/21,                ,PUMP/BOLUS,Belsasar,
      4565 ,07/31/17,   4 ,PNEU       ,  56 ,08/12/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      4567 ,08/02/17,   3 ,DIARHEA    ,   3 ,07/26/21,                ,PUMP/BOLUS,Tara,
      4576 ,08/08/17,   2 ,PNEU       , 401 ,08/25/21,                ,Ceftiofur.22    ,Tara,
      4577 ,08/08/17,   4 ,DIARHEA    ,   2 ,01/23/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      4581 ,08/11/17,   2 ,DIARHEA    , 257 ,03/12/21,                ,PUMP/BOLUS,Diana,
      4581 ,08/11/17,   2 ,DIARHEA    , 258 ,03/13/21,                ,PUMP/BOLUS,Diana,
      4581 ,08/11/17,   2 ,DIARHEA    , 259 ,03/14/21,                ,PUMP/BOLUS,,
      4583 ,08/11/17,   4 ,DIARHEA    ,   2 ,06/19/22,PMP.BOL         ,PUMP/BOLUS,Miguel,
      4590 ,08/14/17,   4 ,DIARHEA    ,  18 ,07/19/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4590 ,08/14/17,   5 ,DIARHEA    ,  39 ,07/21/23,PMP.BOL         ,PUMP/BOLUS,Mayte,
      4590 ,08/14/17,   5 ,PNEU       ,  74 ,08/25/23,POL.26IM        ,Polyflex.26     ,Mayte,
      4594 ,08/15/17,   3 ,DIARHEA    , 236 ,12/30/21,ALF/YMCP,PUMP/BOLUS,Diana,
      4594 ,08/15/17,   3 ,DIARHEA    , 237 ,12/31/21,                ,PUMP/BOLUS,Diana,
      4594 ,08/15/17,   3 ,DIARHEA    , 238 ,01/01/22,                ,PUMP/BOLUS,Diana,
      4595 ,08/15/17,   4 ,DIARHEA    ,  19 ,09/05/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      4600 ,08/18/17,   4 ,PNEU       ,  44 ,07/09/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      4603 ,08/19/17,   4 ,DIARHEA    ,   2 ,01/14/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      4603 ,08/19/17,   4 ,DIARHEA    ,   2 ,01/14/23,XC.20BOE        ,EXCEDE.20       ,,
      4604 ,08/19/17,   4 ,PNEU       ,   5 ,08/21/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
      4604 ,08/19/17,   4 ,DIARHEA    ,   9 ,08/25/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4604 ,08/19/17,   4 ,DIARHEA    ,  27 ,09/12/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      4612 ,08/22/17,   4 ,PNEU       ,   8 ,06/15/22,POL.26IM        ,Polyflex.26     ,Moise's,
      4613 ,08/22/17,   3 ,DIARHEA    ,   4 ,06/12/21,                ,PUMP/BOLUS,Diana,
      4613 ,08/22/17,   3 ,DIARHEA    ,   5 ,06/13/21,                ,PUMP/BOLUS,Belsasar,
      4613 ,08/22/17,   3 ,DIARHEA    ,   6 ,06/14/21,                ,PUMP/BOLUS,Diana,
      4615 ,08/22/17,   3 ,DIARHEA    , 218 ,06/20/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4615 ,08/22/17,   4 ,DIARHEA    ,   7 ,03/25/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      4632 ,08/27/17,   4 ,DIARHEA    ,   7 ,07/13/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4632 ,08/27/17,   4 ,DIARHEA    ,  12 ,07/18/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4632 ,08/27/17,   5 ,DIARHEA    ,  38 ,09/19/23,PMP.BOL         ,PUMP/BOLUS,,
      4640 ,08/30/17,   4 ,PNEU       ,   2 ,07/05/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      4640 ,08/30/17,   4 ,DIARHEA    ,   9 ,07/12/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4645 ,08/30/17,   4 ,PNEU       ,   1 ,08/02/22,BAN.20IV        ,Banamine        ,Moise's,
      4651 ,09/03/17,   4 ,DIARHEA    ,  66 ,02/02/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      4654 ,09/04/17,   3 ,PNEU       ,  19 ,08/13/21,                ,Ceftiofur.22    ,Tara,
      4656 ,09/05/17,   3 ,PNEU       , 194 ,02/09/22,OXYTET          ,OXYTET.50       ,Diana,
      4662 ,09/06/17,   4 ,PNEU       ,  11 ,08/16/22,XC.20BOE        ,EXCEDE.20       ,,
      4683 ,09/12/17,   4 ,PNEU       ,  28 ,08/16/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      4685 ,09/12/17,   3 ,PNEU       ,  68 ,09/30/21,PENICILL        ,PENICILLIN      ,Tara,
      4696 ,09/16/17,   3 ,PNEU       , 377 ,08/07/22,POL.26IM        ,Polyflex.26     ,Diana,
      4696 ,09/16/17,   3 ,PNEU       , 458 ,10/27/22,NOTREAT         ,No Treat        ,Diana,
      4732 ,09/29/17,   4 ,DIARHEA    ,  13 ,09/18/23,PMP.BOL         ,PUMP/BOLUS,,
      4732 ,09/29/17,   4 ,DIARHEA    ,  22 ,09/27/23,PMP.BOL         ,PUMP/BOLUS,Nico,
      4749 ,09/01/20,   2 ,DIARHEA    ,   8 ,09/22/23,PMP.BOL         ,PUMP/BOLUS,,
      4755 ,10/10/17,   3 ,PNEU       , 369 ,08/18/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      4759 ,10/10/17,   2 ,PNEU       , 201 ,06/09/21,PNEU20CC        ,Ceftiofur.22    ,,
      4772 ,10/17/17,   3 ,DIARHEA    ,   6 ,11/27/21,                ,PUMP/BOLUS,Diana,
      4772 ,10/17/17,   3 ,DIARHEA    ,   7 ,11/28/21,                ,PUMP/BOLUS,Belsasar,
      4772 ,10/17/17,   3 ,DIARHEA    ,   8 ,11/29/21,                ,PUMP/BOLUS,Diana,
      4776 ,10/21/17,   3 ,DIARHEA    ,   9 ,12/10/21,                ,PUMP/BOLUS,Diana,
      4776 ,10/21/17,   3 ,DIARHEA    ,  10 ,12/11/21,                ,PUMP/BOLUS,Diana,
      4776 ,10/21/17,   3 ,DIARHEA    ,  11 ,12/12/21,                ,PUMP/BOLUS,Belsasar,
      4786 ,10/24/17,   3 ,DIARHEA    ,  27 ,01/15/22,                ,PUMP/BOLUS,Diana,
      4786 ,10/24/17,   3 ,DIARHEA    ,  28 ,01/16/22,                ,PUMP/BOLUS,Belsasar,
      4786 ,10/24/17,   3 ,DIARHEA    ,  29 ,01/17/22,                ,PUMP/BOLUS,Diana,
      4786 ,10/24/17,   3 ,DIARHEA    ,  38 ,01/26/22,                ,PUMP/BOLUS,,
      4805 ,11/02/17,   3 ,DIARHEA    ,   6 ,01/19/22,                ,PUMP/BOLUS,Diana,
      4805 ,11/02/17,   3 ,DIARHEA    ,   7 ,01/20/22,                ,PUMP/BOLUS,Diana,
      4805 ,11/02/17,   3 ,DIARHEA    ,  21 ,02/03/22,VIT B           ,PUMP/BOLUS,Diana,
      4805 ,11/02/17,   3 ,DIARHEA    ,  22 ,02/04/22,                ,PUMP/BOLUS,Diana,
      4805 ,11/02/17,   3 ,DIARHEA    ,  23 ,02/05/22,                ,PUMP/BOLUS,Diana,
      4805 ,11/02/17,   3 ,DIARHEA    , 196 ,07/28/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4805 ,11/02/17,   3 ,DIARHEA    , 196 ,07/28/22,CEF.26SQ        ,Ceftiofur.26    ,,
      4806 ,11/03/17,   3 ,PNEU       ,  98 ,02/24/22,                ,PolyFlex.22     ,Diana,
      4806 ,11/03/17,   3 ,PNEU       , 151 ,04/18/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      4810 ,11/05/17,   3 ,PNEU       ,  77 ,07/04/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      4814 ,11/05/17,   3 ,DIARHEA    ,  16 ,11/23/21,                ,PUMP/BOLUS,Diana,
      4814 ,11/05/17,   3 ,DIARHEA    ,  17 ,11/24/21,                ,PUMP/BOLUS,Diana,
      4826 ,11/14/17,   3 ,DIARHEA    ,   2 ,11/09/21,                ,PUMP/BOLUS,Diana,
      4826 ,11/14/17,   3 ,DIARHEA    ,   3 ,11/10/21,                ,PUMP/BOLUS,Diana,
      4826 ,11/14/17,   3 ,DIARHEA    ,   4 ,11/11/21,                ,PUMP/BOLUS,Diana,
      4826 ,11/14/17,   3 ,DIARHEA    ,  50 ,12/27/21,                ,PUMP/BOLUS,Diana,
      4826 ,11/14/17,   3 ,DIARHEA    ,  51 ,12/28/21,                ,PUMP/BOLUS,Diana,
      4826 ,11/14/17,   3 ,DIARHEA    ,  52 ,12/29/21,                ,PUMP/BOLUS,Diana,
      4833 ,11/16/17,   3 ,DIARHEA    ,   3 ,01/17/22,                ,PUMP/BOLUS,Diana,
      4833 ,11/16/17,   3 ,DIARHEA    ,   4 ,01/18/22,                ,PUMP/BOLUS,Diana,
      4833 ,11/16/17,   3 ,DIARHEA    ,   5 ,01/19/22,                ,PUMP/BOLUS,Diana,
      4833 ,11/16/17,   3 ,DIARHEA    ,  11 ,01/25/22,                ,PUMP/BOLUS,,
      4833 ,11/16/17,   3 ,DIARHEA    ,  12 ,01/26/22,                ,PUMP/BOLUS,,
      4833 ,11/16/17,   3 ,DIARHEA    ,  13 ,01/27/22,VIT B           ,PUMP/BOLUS,Diana,
      4833 ,11/16/17,   3 ,PNEU       , 157 ,06/20/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      4833 ,11/16/17,   4 ,PNEU       ,  62 ,05/05/23,NOTREAT         ,No Treat        ,Lidia,
      4840 ,11/19/17,   3 ,DIARHEA    ,  14 ,10/23/21,BOLUS           ,PUMP/BOLUS,Diana,
      4840 ,11/19/17,   3 ,DIARHEA    ,  15 ,10/24/21,BOLUS           ,PUMP/BOLUS,Belsasar,
      4856 ,11/26/17,   3 ,DIARHEA    ,   4 ,09/22/21,                ,PUMP/BOLUS,Tara,
      4872 ,12/01/17,   2 ,EARJNT     , 415 ,03/23/22,                ,                ,,
      4873 ,12/02/17,   3 ,DIARHEA    ,  11 ,01/01/22,                ,PUMP/BOLUS,Diana,
      4873 ,12/02/17,   3 ,DIARHEA    ,  13 ,01/03/22,                ,PUMP/BOLUS,Diana,
      4873 ,12/02/17,   3 ,DIARHEA    ,  14 ,01/04/22,                ,PUMP/BOLUS,Diana,
      4878 ,12/04/17,   3 ,DIARHEA    ,   5 ,01/24/22,                ,PUMP/BOLUS,,
      4878 ,12/04/17,   3 ,DIARHEA    ,   6 ,01/25/22,                ,PUMP/BOLUS,,
      4878 ,12/04/17,   3 ,DIARHEA    ,   7 ,01/26/22,                ,PUMP/BOLUS,,
      4892 ,12/09/17,   4 ,DIARHEA    ,  18 ,10/08/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      4907 ,12/19/17,   3 ,DIARHEA    , 138 ,03/07/22,                ,PUMP/BOLUS,Diana,
      4907 ,12/19/17,   3 ,DIARHEA    , 139 ,03/08/22,                ,PUMP/BOLUS,Diana,
      4911 ,12/20/17,   3 ,PNEU       , 303 ,08/12/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      4916 ,12/20/17,   3 ,DIARHEA    ,   8 ,11/25/21,                ,PUMP/BOLUS,Diana,
      4916 ,12/20/17,   3 ,PNEU       ,   9 ,11/26/21,                ,PolyFlex.22     ,Diana,
      4916 ,12/20/17,   3 ,DIARHEA    ,   9 ,11/26/21,                ,PUMP/BOLUS,Diana,
      4931 ,12/27/17,   3 ,DIARHEA    ,   7 ,02/05/22,                ,PUMP/BOLUS,Diana,
      4931 ,12/27/17,   3 ,DIARHEA    ,   8 ,02/06/22,                ,PUMP/BOLUS,Diana,
      4931 ,12/27/17,   3 ,DIARHEA    ,   9 ,02/07/22,                ,PUMP/BOLUS,Diana,
      4931 ,12/27/17,   3 ,DIARHEA    ,  44 ,03/14/22,                ,PUMP/BOLUS,Diana,
      4931 ,12/27/17,   3 ,DIARHEA    , 172 ,07/20/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4933 ,12/28/17,   3 ,DIARHEA    , 249 ,08/18/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4935 ,12/29/17,   2 ,PNEU       , 154 ,05/24/21,POLY 30C        ,PolyFlex.22     ,,
      4935 ,12/29/17,   2 ,PNEU       , 287 ,10/04/21,                ,PolyFlex.22     ,,
      4938 ,12/30/17,   3 ,DIARHEA    ,   4 ,03/17/22,                ,PUMP/BOLUS,Diana,
      4942 ,12/31/17,   4 ,DIARHEA    ,  21 ,01/29/23,PMP.BOL         ,PUMP/BOLUS,Nico,
      4956 ,01/07/18,   3 ,PNEU       , 108 ,04/25/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      4959 ,01/08/18,   2 ,PNEU       , 352 ,10/14/21,                ,PolyFlex.22     ,Tara,
      4969 ,01/13/18,   4 ,DIARHEA    ,  16 ,02/09/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      4971 ,01/14/18,   3 ,DIARHEA    ,   7 ,02/13/22,                ,PUMP/BOLUS,Miguel,
      4971 ,01/14/18,   3 ,DIARHEA    ,  20 ,02/26/22,                ,PUMP/BOLUS,Diana,
      4971 ,01/14/18,   3 ,DIARHEA    ,  21 ,02/27/22,                ,PUMP/BOLUS,Belsasar,
      4971 ,01/14/18,   3 ,DIARHEA    ,  22 ,02/28/22,                ,PUMP/BOLUS,Diana,
      4971 ,01/14/18,   3 ,DIARHEA    ,  23 ,03/01/22,ALF/YMCP,PUMP/BOLUS,Diana,
      4981 ,01/16/18,   3 ,DIARHEA    ,  11 ,07/09/22,CEF.26SQ        ,Ceftiofur.26    ,,
      4981 ,01/16/18,   3 ,PNEU       ,  11 ,07/09/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      4984 ,01/17/18,   2 ,DIARHEA    , 392 ,11/09/21,MAGLAX          ,PUMP/BOLUS,Diana,
      4993 ,01/20/18,   3 ,DIARHEA    ,   8 ,05/17/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4993 ,01/20/18,   3 ,DIARHEA    ,  41 ,06/19/22,PMP.BOL         ,PUMP/BOLUS,Miguel,
      4993 ,01/20/18,   3 ,DIARHEA    ,  47 ,06/25/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5003 ,01/23/18,   3 ,DIARHEA    ,   2 ,03/25/22,KAOLIN          ,PUMP/BOLUS,Diana,
      5003 ,01/23/18,   3 ,PNEU       , 110 ,07/11/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      5007 ,01/26/18,   4 ,DIARHEA    ,   9 ,03/11/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      5008 ,01/28/18,   2 ,PNEU       , 196 ,05/23/21,30              ,PolyFlex.22     ,,
      5017 ,02/02/18,   3 ,DIARHEA    ,   9 ,01/13/22,                ,PUMP/BOLUS,Diana,
      5017 ,02/02/18,   3 ,DIARHEA    ,  10 ,01/14/22,                ,PUMP/BOLUS,Diana,
      5017 ,02/02/18,   3 ,DIARHEA    ,  11 ,01/15/22,                ,PUMP/BOLUS,Diana,
      5024 ,02/03/18,   3 ,DIARHEA    ,   9 ,02/05/22,                ,PUMP/BOLUS,Diana,
      5024 ,02/03/18,   3 ,DIARHEA    ,  10 ,02/06/22,                ,PUMP/BOLUS,Diana,
      5024 ,02/03/18,   3 ,DIARHEA    ,  11 ,02/07/22,                ,PUMP/BOLUS,Diana,
      5044 ,02/09/18,   4 ,DIARHEA    ,   6 ,08/28/23,PMP.BOL         ,PUMP/BOLUS,,
      5055 ,02/12/18,   2 ,DIARHEA    ,  30 ,06/06/21,                ,PUMP/BOLUS,Belsasar,
      5063 ,02/16/18,   3 ,PNEU       ,  59 ,02/15/22,                ,PolyFlex.22     ,Diana,
      5070 ,02/18/18,   3 ,DIARHEA    ,   7 ,03/09/22,                ,PUMP/BOLUS,Diana,
      5070 ,02/18/18,   3 ,DIARHEA    ,   8 ,03/10/22,                ,PUMP/BOLUS,Diana,
      5073 ,02/19/18,   3 ,PNEU       , 169 ,08/02/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      5076 ,02/19/18,   3 ,DIARHEA    ,   8 ,02/22/22,                ,PUMP/BOLUS,Diana,
      5076 ,02/19/18,   3 ,DIARHEA    ,   9 ,02/23/22,                ,PUMP/BOLUS,Diana,
      5076 ,02/19/18,   3 ,DIARHEA    ,  10 ,02/24/22,                ,PUMP/BOLUS,Diana,
      5077 ,02/19/18,   2 ,PNEU       , 107 ,06/11/21,OXYTET          ,OXYTET.50       ,,
      5078 ,02/20/18,   3 ,DIARHEA    ,  10 ,03/31/22,KAOLIN          ,PUMP/BOLUS,Diana,
      5078 ,02/20/18,   3 ,DIARHEA    ,  18 ,04/08/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      5080 ,02/20/18,   3 ,DIARHEA    ,  62 ,08/08/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5084 ,02/21/18,   3 ,DIARHEA    ,  17 ,01/08/22,                ,PUMP/BOLUS,Diana,
      5084 ,02/21/18,   3 ,DIARHEA    ,  18 ,01/09/22,                ,PUMP/BOLUS,Belsasar,
      5084 ,02/21/18,   3 ,DIARHEA    ,  19 ,01/10/22,                ,PUMP/BOLUS,Diana,
      5095 ,02/23/18,   4 ,DIARHEA    ,  21 ,03/27/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      5097 ,02/23/18,   3 ,DIARHEA    ,   6 ,02/16/22,YMCP            ,PUMP/BOLUS,Diana,
      5100 ,02/24/18,   3 ,DIARHEA    ,   6 ,07/18/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5115 ,03/02/18,   3 ,DIARHEA    ,  18 ,02/05/22,VIT B           ,PUMP/BOLUS,Diana,
      5115 ,03/02/18,   3 ,DIARHEA    ,  19 ,02/06/22,VIT B           ,PUMP/BOLUS,Diana,
      5115 ,03/02/18,   3 ,DIARHEA    ,  20 ,02/07/22,                ,PUMP/BOLUS,Diana,
      5115 ,03/02/18,   3 ,DIARHEA    ,  21 ,02/08/22,                ,PUMP/BOLUS,Diana,
      5126 ,03/06/18,   3 ,PNEU       , 135 ,08/13/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5142 ,03/12/18,   3 ,DIARHEA    ,  10 ,12/17/21,                ,PUMP/BOLUS,Diana,
      5142 ,03/12/18,   3 ,DIARHEA    ,  11 ,12/18/21,                ,PUMP/BOLUS,Diana,
      5142 ,03/12/18,   3 ,DIARHEA    ,  12 ,12/19/21,                ,PUMP/BOLUS,Belsasar,
      5142 ,03/12/18,   3 ,DIARHEA    ,  13 ,12/20/21,OP              ,PUMP/BOLUS,Diana,
      5142 ,03/12/18,   3 ,DIARHEA    ,  14 ,12/21/21,                ,PUMP/BOLUS,Diana,
      5142 ,03/12/18,   3 ,DIARHEA    ,  24 ,12/31/21,YMCP            ,PUMP/BOLUS,Diana,
      5142 ,03/12/18,   3 ,DIARHEA    ,  25 ,01/01/22,                ,PUMP/BOLUS,Belsasar,
      5144 ,03/13/18,   2 ,DIARHEA    ,   5 ,08/22/21,                ,PUMP/BOLUS,Diana,
      5145 ,03/14/18,   3 ,DIARHEA    ,   6 ,02/05/22,                ,PUMP/BOLUS,Diana,
      5145 ,03/14/18,   3 ,DIARHEA    ,   7 ,02/06/22,                ,PUMP/BOLUS,Diana,
      5145 ,03/14/18,   3 ,DIARHEA    ,   8 ,02/07/22,                ,PUMP/BOLUS,Diana,
      5150 ,03/16/18,   2 ,DIARHEA    ,   6 ,03/20/21,                ,PUMP/BOLUS,Diana,
      5150 ,03/16/18,   2 ,DIARHEA    ,   7 ,03/21/21,                ,PUMP/BOLUS,,
      5150 ,03/16/18,   2 ,DIARHEA    ,   8 ,03/22/21,                ,PUMP/BOLUS,Diana,
      5154 ,03/17/18,   2 ,DIARHEA    ,  26 ,04/22/21,                ,PUMP/BOLUS,Diana,
      5154 ,03/17/18,   2 ,DIARHEA    ,  27 ,04/23/21,                ,PUMP/BOLUS,Diana,
      5154 ,03/17/18,   2 ,DIARHEA    ,  28 ,04/24/21,                ,PUMP/BOLUS,Diana,
      5161 ,03/19/18,   3 ,PNEU       ,   2 ,05/04/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      5168 ,03/24/18,   3 ,DIARHEA    ,  24 ,01/27/22,                ,PUMP/BOLUS,Diana,
      5168 ,03/24/18,   3 ,DIARHEA    ,  25 ,01/28/22,                ,PUMP/BOLUS,Diana,
      5168 ,03/24/18,   3 ,DIARHEA    ,  32 ,02/04/22,                ,PUMP/BOLUS,Diana,
      5168 ,03/24/18,   3 ,DIARHEA    ,  33 ,02/05/22,                ,PUMP/BOLUS,Diana,
      5168 ,03/24/18,   3 ,DIARHEA    ,  34 ,02/06/22,                ,PUMP/BOLUS,Diana,
      5172 ,03/25/18,   3 ,DIARHEA    ,  48 ,03/03/22,                ,PUMP/BOLUS,Diana,
      5172 ,03/25/18,   3 ,DIARHEA    ,  49 ,03/04/22,                ,PUMP/BOLUS,Miguel,
      5172 ,03/25/18,   3 ,DIARHEA    ,  50 ,03/05/22,                ,PUMP/BOLUS,Diana,
      5177 ,03/27/18,   4 ,DIARHEA    ,   5 ,09/27/23,PMP.BOL         ,PUMP/BOLUS,,
      5180 ,03/28/18,   3 ,PNEU       ,  26 ,03/06/22,OXYTET          ,OXYTET.50       ,,
      5183 ,03/29/18,   3 ,DIARHEA    ,  30 ,06/15/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5188 ,03/30/18,   3 ,DIARHEA    ,  21 ,04/21/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5193 ,04/02/18,   2 ,DIARHEA    ,  71 ,07/19/21,                ,PUMP/BOLUS,Tara,
      5208 ,04/07/18,   2 ,PNEU       , 218 ,08/23/21,SCMC/BLI,Ceftiofur.22    ,Tara,
      5211 ,04/09/18,   3 ,DIARHEA    , 306 ,02/19/23,PMP.BOL         ,PUMP/BOLUS,Mayte,
      5212 ,04/09/18,   3 ,DIARHEA    ,  13 ,06/26/22,PMP.BOL         ,PUMP/BOLUS,Miguel,
      5213 ,04/09/18,   3 ,DIARHEA    , 133 ,07/19/22,CEF.26SQ        ,Ceftiofur.26    ,,
      5213 ,04/09/18,   3 ,DIARHEA    , 133 ,07/19/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5222 ,04/12/18,   3 ,PNEU       ,  76 ,06/24/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5224 ,04/14/18,   3 ,DIARHEA    ,   2 ,07/23/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      5229 ,04/15/18,   2 ,PNEU       ,   3 ,04/24/21,                ,Ceftiofur.22    ,Diana,
      5229 ,04/15/18,   3 ,PNEU       ,  91 ,08/25/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      5232 ,04/16/18,   2 ,DIARHEA    ,  11 ,03/12/21,                ,PUMP/BOLUS,Diana,
      5233 ,04/17/18,   2 ,DIARHEA    ,  19 ,05/14/21,                ,PUMP/BOLUS,Tara,
      5233 ,04/17/18,   2 ,DIARHEA    ,  20 ,05/15/21,                ,PUMP/BOLUS,Diana,
      5242 ,04/20/18,   3 ,DIARHEA    ,   2 ,02/28/22,                ,PUMP/BOLUS,Diana,
      5242 ,04/20/18,   3 ,DIARHEA    ,   3 ,03/01/22,                ,PUMP/BOLUS,Diana,
      5242 ,04/20/18,   3 ,DIARHEA    ,   4 ,03/02/22,                ,PUMP/BOLUS,Diana,
      5248 ,04/23/18,   3 ,DIARHEA    ,   3 ,06/11/22,PMP.BOL         ,PUMP/BOLUS,Miguel,
      5248 ,04/23/18,   4 ,DIARHEA    ,   4 ,07/09/23,PMP.BOL         ,PUMP/BOLUS,,
      5248 ,04/23/18,   4 ,DIARHEA    ,  56 ,08/30/23,PMP.BOL         ,PUMP/BOLUS,,
      5252 ,04/27/18,   2 ,DIARHEA    ,  11 ,05/06/21,                ,PUMP/BOLUS,Diana,
      5252 ,04/27/18,   2 ,DIARHEA    ,  12 ,05/07/21,                ,PUMP/BOLUS,Diana,
      5252 ,04/27/18,   2 ,DIARHEA    ,  13 ,05/08/21,                ,PUMP/BOLUS,Diana,
      5252 ,04/27/18,   3 ,PNEU       , 105 ,08/19/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
