"ID","CBRD","BDAT","BW8T","RPRO","GHDAT","Event","DIM","Date","Remark","Protocols","Technician",
      8913 ,H    ,11/07/21,     0 , SLD/DIE,00000000 ,MEASURE    , 105 ,02/20/22,236             ,                ,,
      8913 ,H    ,11/07/21,     0 , SLD/DIE,00000000 ,MEASURE    , 170 ,04/26/22,  328/44,                ,,
      8914 ,H    ,11/07/21,     0 , SLD/DIE,00000000 ,MEASURE    , 105 ,02/20/22,235             ,                ,,
      8914 ,H    ,11/07/21,     0 , SLD/DIE,00000000 ,MEASURE    , 170 ,04/26/22,  322/44,                ,,
      8914 ,H    ,11/07/21,     0 , SLD/DIE,00000000 ,MEASURE    , 208 ,06/03/22,  394/42,                ,,
      8914 ,H    ,11/07/21,     0 , SLD/DIE,00000000 ,MEASURE    , 381 ,11/23/22,  780/54,                ,,
      8914 ,H    ,11/07/21,     0 , SLD/DIE,00000000 ,MEASURE    , 542 ,05/03/23,0               ,                ,,
      8914 ,H    ,11/07/21,     0 , SLD/DIE,00000000 ,MEASURE    , 550 ,05/11/23,1060            ,                ,,
      8915 ,H    ,11/07/21,     0 ,PREG    ,05/04/23,MEASURE    , 105 ,02/20/22,236             ,                ,,
      8915 ,H    ,11/07/21,     0 ,PREG    ,05/04/23,MEASURE    , 170 ,04/26/22,  340/43,                ,,
      8915 ,H    ,11/07/21,     0 ,PREG    ,05/04/23,MEASURE    , 206 ,06/01/22,  484/48,                ,,
      8915 ,H    ,11/07/21,     0 ,PREG    ,05/04/23,MEASURE    , 381 ,11/23/22,  840/55,                ,,
      8915 ,H    ,11/07/21,     0 ,PREG    ,05/04/23,MEASURE    , 541 ,05/02/23,1200            ,                ,,
      8916 ,H    ,11/07/21,     0 , SLD/DIE,00000000 ,MEASURE    , 105 ,02/20/22,240             ,                ,,
      8916 ,H    ,11/07/21,     0 , SLD/DIE,00000000 ,MEASURE    , 170 ,04/26/22,  368/45,                ,,
      8916 ,H    ,11/07/21,     0 , SLD/DIE,00000000 ,MEASURE    , 208 ,06/03/22,  494/46,                ,,
      8916 ,H    ,11/07/21,     0 , SLD/DIE,00000000 ,MEASURE    , 291 ,08/25/22,640             ,                ,,
      8917 ,H    ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 104 ,02/20/22,230             ,                ,,
      8917 ,H    ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 169 ,04/26/22,  289/43,                ,,
      8917 ,H    ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 210 ,06/06/22,  398/44,                ,,
      8917 ,H    ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 380 ,11/23/22,  720/54,                ,,
      8917 ,H    ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 540 ,05/02/23,1060            ,                ,,
      8918 ,H    ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 104 ,02/20/22,354             ,                ,,
      8918 ,H    ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 169 ,04/26/22,  338/44,                ,,
      8918 ,H    ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 207 ,06/03/22,  440/46,                ,,
      8918 ,H    ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 380 ,11/23/22,  860/54,                ,,
      8918 ,H    ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 540 ,05/02/23,1180            ,                ,,
      8919 ,H    ,11/06/21,     0 ,PREG    ,05/25/23,MEASURE    ,  87 ,02/01/22,236             ,                ,,
      8919 ,H    ,11/06/21,     0 ,PREG    ,05/25/23,MEASURE    , 191 ,05/16/22,  422/46,                ,,
      8919 ,H    ,11/06/21,     0 ,PREG    ,05/25/23,MEASURE    , 382 ,11/23/22,  840/53,                ,,
      8919 ,H    ,11/06/21,     0 ,PREG    ,05/25/23,MEASURE    , 563 ,05/23/23,1120            ,                ,,
      8920 ,HJ   ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 104 ,02/20/22,254             ,                ,,
      8920 ,HJ   ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 169 ,04/26/22,  326/43,                ,,
      8920 ,HJ   ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 210 ,06/06/22,  434/46,                ,,
      8920 ,HJ   ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 382 ,11/25/22,  780/53,                ,,
      8920 ,HJ   ,11/08/21,     0 ,PREG    ,05/04/23,MEASURE    , 540 ,05/02/23,1100            ,                ,,
      8921 ,HJ   ,11/10/21,     0 ,PREG    ,05/04/23,MEASURE    , 102 ,02/20/22,235             ,                ,,
      8921 ,HJ   ,11/10/21,     0 ,PREG    ,05/04/23,MEASURE    , 167 ,04/26/22,  355/43,                ,,
      8921 ,HJ   ,11/10/21,     0 ,PREG    ,05/04/23,MEASURE    , 208 ,06/06/22,  430/45,                ,,
      8921 ,HJ   ,11/10/21,     0 ,PREG    ,05/04/23,MEASURE    , 378 ,11/23/22,  830/54,                ,,
      8921 ,HJ   ,11/10/21,     0 ,PREG    ,05/04/23,MEASURE    , 538 ,05/02/23,1100            ,                ,,
      8922 ,HJ   ,11/10/21,     0 ,PREG    ,05/02/23,MEASURE    , 102 ,02/20/22,243             ,                ,,
      8922 ,HJ   ,11/10/21,     0 ,PREG    ,05/02/23,MEASURE    , 167 ,04/26/22,  286/42,                ,,
      8922 ,HJ   ,11/10/21,     0 ,PREG    ,05/02/23,MEASURE    , 208 ,06/06/22,  480/45,                ,,
      8922 ,HJ   ,11/10/21,     0 ,PREG    ,05/02/23,MEASURE    , 378 ,11/23/22,  760/54,                ,,
      8922 ,HJ   ,11/10/21,     0 ,PREG    ,05/02/23,MEASURE    , 538 ,05/02/23,1070            ,                ,,
      8923 ,H    ,11/10/21,     0 , SLD/DIE,05/18/23,MEASURE    , 102 ,02/20/22,240             ,                ,,
      8923 ,H    ,11/10/21,     0 , SLD/DIE,05/18/23,MEASURE    , 167 ,04/26/22,  335/44,                ,,
      8923 ,H    ,11/10/21,     0 , SLD/DIE,05/18/23,MEASURE    , 203 ,06/01/22,  428/47,                ,,
      8923 ,H    ,11/10/21,     0 , SLD/DIE,05/18/23,MEASURE    , 378 ,11/23/22,  790/54,                ,,
      8923 ,H    ,11/10/21,     0 , SLD/DIE,05/18/23,MEASURE    , 554 ,05/18/23,1070            ,                ,,
      8924 ,H    ,11/10/21,     0 ,PREG    ,05/02/23,MEASURE    , 102 ,02/20/22,212             ,                ,,
      8924 ,H    ,11/10/21,     0 ,PREG    ,05/02/23,MEASURE    , 167 ,04/26/22,  335/43,                ,,
      8924 ,H    ,11/10/21,     0 ,PREG    ,05/02/23,MEASURE    , 208 ,06/06/22,  504/47,                ,,
      8924 ,H    ,11/10/21,     0 ,PREG    ,05/02/23,MEASURE    , 378 ,11/23/22,  890/54,                ,,
      8924 ,H    ,11/10/21,     0 ,PREG    ,05/02/23,MEASURE    , 538 ,05/02/23,1080            ,                ,,
      8925 ,H    ,11/12/21,     0 ,PREG    ,06/01/23,MEASURE    , 100 ,02/20/22,237             ,                ,,
      8925 ,H    ,11/12/21,     0 ,PREG    ,06/01/23,MEASURE    , 165 ,04/26/22,  400/46,                ,,
      8925 ,H    ,11/12/21,     0 ,PREG    ,06/01/23,MEASURE    , 203 ,06/03/22,  524/49,                ,,
      8925 ,H    ,11/12/21,     0 ,PREG    ,06/01/23,MEASURE    , 378 ,11/25/22,  890/53,                ,,
      8925 ,H    ,11/12/21,     0 ,PREG    ,06/01/23,MEASURE    , 565 ,05/31/23,1200            ,                ,,
      8926 ,H    ,11/13/21,     0 , SLD/DIE,00000000 ,MEASURE    ,  99 ,02/20/22,236             ,                ,,
      8926 ,H    ,11/13/21,     0 , SLD/DIE,00000000 ,MEASURE    , 164 ,04/26/22,  349/44,                ,,
      8926 ,H    ,11/13/21,     0 , SLD/DIE,00000000 ,MEASURE    , 202 ,06/03/22,  464/45,                ,,
      8926 ,H    ,11/13/21,     0 , SLD/DIE,00000000 ,MEASURE    , 377 ,11/25/22,  880/53,                ,,
      8926 ,H    ,11/13/21,     0 , SLD/DIE,00000000 ,MEASURE    , 558 ,05/25/23,1170            ,                ,,
      8927 ,HJ   ,11/14/21,     0 ,PREG    ,05/25/23,MEASURE    ,  98 ,02/20/22,243             ,                ,,
      8927 ,HJ   ,11/14/21,     0 ,PREG    ,05/25/23,MEASURE    , 163 ,04/26/22,  325/43,                ,,
      8927 ,HJ   ,11/14/21,     0 ,PREG    ,05/25/23,MEASURE    , 204 ,06/06/22,  490/45,                ,,
      8927 ,HJ   ,11/14/21,     0 ,PREG    ,05/25/23,MEASURE    , 376 ,11/25/22,  870/54,                ,,
      8927 ,HJ   ,11/14/21,     0 ,PREG    ,05/25/23,MEASURE    , 555 ,05/23/23,1140            ,                ,,
      8928 ,H    ,11/14/21,     0 ,PREG    ,05/18/23,MEASURE    ,  98 ,02/20/22,237             ,                ,,
      8928 ,H    ,11/14/21,     0 ,PREG    ,05/18/23,MEASURE    , 163 ,04/26/22,  458/45,                ,,
      8928 ,H    ,11/14/21,     0 ,PREG    ,05/18/23,MEASURE    , 204 ,06/06/22,  508/48,                ,,
      8928 ,H    ,11/14/21,     0 ,PREG    ,05/18/23,MEASURE    , 550 ,05/18/23,1290            ,                ,,
      8929 ,H    ,11/16/21,     0 ,PREG    ,05/18/23,MEASURE    ,  96 ,02/20/22,247             ,                ,,
      8929 ,H    ,11/16/21,     0 ,PREG    ,05/18/23,MEASURE    , 161 ,04/26/22,  325/42,                ,,
      8929 ,H    ,11/16/21,     0 ,PREG    ,05/18/23,MEASURE    , 197 ,06/01/22,  468/47,                ,,
      8929 ,H    ,11/16/21,     0 ,PREG    ,05/18/23,MEASURE    , 374 ,11/25/22,  950/54,                ,,
      8929 ,H    ,11/16/21,     0 ,PREG    ,05/18/23,MEASURE    , 548 ,05/18/23,1170            ,                ,,
      8930 ,HJ   ,11/16/21,     0 ,PREG    ,05/18/23,MEASURE    ,  96 ,02/20/22,240             ,                ,,
      8930 ,HJ   ,11/16/21,     0 ,PREG    ,05/18/23,MEASURE    , 161 ,04/26/22,  358/45,                ,,
      8930 ,HJ   ,11/16/21,     0 ,PREG    ,05/18/23,MEASURE    , 199 ,06/03/22,  480/46,                ,,
      8930 ,HJ   ,11/16/21,     0 ,PREG    ,05/18/23,MEASURE    , 374 ,11/25/22,  890/54,                ,,
      8930 ,HJ   ,11/16/21,     0 ,PREG    ,05/18/23,MEASURE    , 548 ,05/18/23,1120            ,                ,,
      8931 ,H    ,11/17/21,     0 ,PREG    ,05/04/23,MEASURE    ,  95 ,02/20/22,250             ,                ,,
      8931 ,H    ,11/17/21,     0 ,PREG    ,05/04/23,MEASURE    , 160 ,04/26/22,  298/43,                ,,
      8931 ,H    ,11/17/21,     0 ,PREG    ,05/04/23,MEASURE    , 192 ,05/28/22,  398/46,                ,,
      8931 ,H    ,11/17/21,     0 ,PREG    ,05/04/23,MEASURE    , 373 ,11/25/22,  820/53,                ,,
      8931 ,H    ,11/17/21,     0 ,PREG    ,05/04/23,MEASURE    , 531 ,05/02/23,1150            ,                ,,
      8932 ,H    ,11/17/21,     0 , SLD/DIE,00000000 ,MEASURE    ,  95 ,02/20/22,235             ,                ,,
      8932 ,H    ,11/17/21,     0 , SLD/DIE,00000000 ,MEASURE    , 160 ,04/26/22,  268/43,                ,,
      8932 ,H    ,11/17/21,     0 , SLD/DIE,00000000 ,MEASURE    , 201 ,06/06/22,  434/45,                ,,
      8932 ,H    ,11/17/21,     0 , SLD/DIE,00000000 ,MEASURE    , 373 ,11/25/22,  890/54,                ,,
      8932 ,H    ,11/17/21,     0 , SLD/DIE,00000000 ,MEASURE    , 498 ,03/30/23,1010            ,                ,,
      8933 ,H    ,11/17/21,     0 ,PREG    ,05/04/23,MEASURE    ,  95 ,02/20/22,236             ,                ,,
      8933 ,H    ,11/17/21,     0 ,PREG    ,05/04/23,MEASURE    , 160 ,04/26/22,  312/43,                ,,
      8933 ,H    ,11/17/21,     0 ,PREG    ,05/04/23,MEASURE    , 196 ,06/01/22,  398/45,                ,,
      8933 ,H    ,11/17/21,     0 ,PREG    ,05/04/23,MEASURE    , 373 ,11/25/22,  820/53,                ,,
      8933 ,H    ,11/17/21,     0 ,PREG    ,05/04/23,MEASURE    , 531 ,05/02/23,1080            ,                ,,
      8934 ,H    ,11/18/21,     0 ,PREG    ,05/25/23,MEASURE    ,  94 ,02/20/22,223             ,                ,,
      8934 ,H    ,11/18/21,     0 ,PREG    ,05/25/23,MEASURE    , 159 ,04/26/22,  255/42,                ,,
      8934 ,H    ,11/18/21,     0 ,PREG    ,05/25/23,MEASURE    , 191 ,05/28/22,  400/46,                ,,
      8934 ,H    ,11/18/21,     0 ,PREG    ,05/25/23,MEASURE    , 386 ,12/09/22,  820/53,                ,,
      8934 ,H    ,11/18/21,     0 ,PREG    ,05/25/23,MEASURE    , 551 ,05/23/23,1140            ,                ,,
      8935 ,HJ   ,11/18/21,     0 ,PREG    ,05/04/23,MEASURE    ,  94 ,02/20/22,225             ,                ,,
      8935 ,HJ   ,11/18/21,     0 ,PREG    ,05/04/23,MEASURE    , 176 ,05/13/22,  307/43,                ,,
      8935 ,HJ   ,11/18/21,     0 ,PREG    ,05/04/23,MEASURE    , 200 ,06/06/22,  372/44,                ,,
      8935 ,HJ   ,11/18/21,     0 ,PREG    ,05/04/23,MEASURE    , 386 ,12/09/22,  830/54,                ,,
      8935 ,HJ   ,11/18/21,     0 ,PREG    ,05/04/23,MEASURE    , 530 ,05/02/23,1150            ,                ,,
      8936 ,H    ,11/19/21,     0 , SLD/DIE,00000000 ,MEASURE    ,  93 ,02/20/22,255             ,                ,,
      8936 ,H    ,11/19/21,     0 , SLD/DIE,00000000 ,MEASURE    , 158 ,04/26/22,  305/43,                ,,
      8936 ,H    ,11/19/21,     0 , SLD/DIE,00000000 ,MEASURE    , 193 ,05/31/22,  455/47,                ,,
      8936 ,H    ,11/19/21,     0 , SLD/DIE,00000000 ,MEASURE    , 385 ,12/09/22,  940/54,                ,,
      8936 ,H    ,11/19/21,     0 , SLD/DIE,00000000 ,MEASURE    , 496 ,03/30/23,1110            ,                ,,
      8937 ,H    ,11/19/21,     0 ,PREG    ,06/22/23,MEASURE    ,  93 ,02/20/22,258             ,                ,,
      8937 ,H    ,11/19/21,     0 ,PREG    ,06/22/23,MEASURE    , 158 ,04/26/22,  356/45,                ,,
      8937 ,H    ,11/19/21,     0 ,PREG    ,06/22/23,MEASURE    , 194 ,06/01/22,  464/45,                ,,
      8937 ,H    ,11/19/21,     0 ,PREG    ,06/22/23,MEASURE    , 385 ,12/09/22,  910/53,                ,,
      8937 ,H    ,11/19/21,     0 ,PREG    ,06/22/23,MEASURE    , 580 ,06/22/23,1170            ,                ,,
      8938 ,H    ,11/21/21,     0 ,PREG    ,05/18/23,MEASURE    ,  98 ,02/27/22,212             ,                ,,
      8938 ,H    ,11/21/21,     0 ,PREG    ,05/18/23,MEASURE    , 163 ,05/03/22,  300/43,                ,,
      8938 ,H    ,11/21/21,     0 ,PREG    ,05/18/23,MEASURE    , 194 ,06/03/22,  392/44,                ,,
      8938 ,H    ,11/21/21,     0 ,PREG    ,05/18/23,MEASURE    , 383 ,12/09/22,  850/53,                ,,
      8938 ,H    ,11/21/21,     0 ,PREG    ,05/18/23,MEASURE    , 543 ,05/18/23,1090            ,                ,,
      8939 ,H    ,11/21/21,     0 , SLD/DIE,00000000 ,MEASURE    ,  98 ,02/27/22,248             ,                ,,
      8939 ,H    ,11/21/21,     0 , SLD/DIE,00000000 ,MEASURE    , 163 ,05/03/22,  369/45,                ,,
      8939 ,H    ,11/21/21,     0 , SLD/DIE,00000000 ,MEASURE    , 194 ,06/03/22,  446/46,                ,,
      8939 ,H    ,11/21/21,     0 , SLD/DIE,00000000 ,MEASURE    , 383 ,12/09/22,  960/53,                ,,
      8939 ,H    ,11/21/21,     0 , SLD/DIE,00000000 ,MEASURE    , 599 ,07/13/23,1270            ,                ,,
      8939 ,H    ,11/21/21,     0 , SLD/DIE,00000000 ,MEASURE    , 613 ,07/27/23,1270            ,                ,,
      8940 ,HJ   ,11/22/21,     0 ,PREG    ,05/04/23,MEASURE    ,  97 ,02/27/22,260             ,                ,,
      8940 ,HJ   ,11/22/21,     0 ,PREG    ,05/04/23,MEASURE    , 162 ,05/03/22,  365/45,                ,,
      8940 ,HJ   ,11/22/21,     0 ,PREG    ,05/04/23,MEASURE    , 193 ,06/03/22,  444/46,                ,,
      8940 ,HJ   ,11/22/21,     0 ,PREG    ,05/04/23,MEASURE    , 382 ,12/09/22,  810/54,                ,,
      8940 ,HJ   ,11/22/21,     0 ,PREG    ,05/04/23,MEASURE    , 527 ,05/03/23,1040            ,                ,,
      8941 ,HJ   ,11/22/21,     0 ,PREG    ,05/18/23,MEASURE    ,  97 ,02/27/22,229             ,                ,,
      8941 ,HJ   ,11/22/21,     0 ,PREG    ,05/18/23,MEASURE    , 162 ,05/03/22,  330/43,                ,,
      8941 ,HJ   ,11/22/21,     0 ,PREG    ,05/18/23,MEASURE    , 204 ,06/14/22,  452/47,                ,,
      8941 ,HJ   ,11/22/21,     0 ,PREG    ,05/18/23,MEASURE    , 382 ,12/09/22,  860/53,                ,,
      8941 ,HJ   ,11/22/21,     0 ,PREG    ,05/18/23,MEASURE    , 542 ,05/18/23,1110            ,                ,,
      8942 ,HJ   ,11/22/21,     0 ,PREG    ,05/25/23,MEASURE    ,  97 ,02/27/22,228             ,                ,,
      8942 ,HJ   ,11/22/21,     0 ,PREG    ,05/25/23,MEASURE    , 162 ,05/03/22,  315/43,                ,,
      8942 ,HJ   ,11/22/21,     0 ,PREG    ,05/25/23,MEASURE    , 204 ,06/14/22,  392/42,                ,,
      8942 ,HJ   ,11/22/21,     0 ,PREG    ,05/25/23,MEASURE    , 401 ,12/28/22,  870/53,                ,,
      8942 ,HJ   ,11/22/21,     0 ,PREG    ,05/25/23,MEASURE    , 547 ,05/23/23,1140            ,                ,,
      8943 ,HJ   ,11/22/21,     0 ,PREG    ,05/04/23,MEASURE    ,  97 ,02/27/22,236             ,                ,,
      8943 ,HJ   ,11/22/21,     0 ,PREG    ,05/04/23,MEASURE    , 161 ,05/02/22,  267/42,                ,,
      8943 ,HJ   ,11/22/21,     0 ,PREG    ,05/04/23,MEASURE    , 191 ,06/01/22,  360/44,                ,,
      8943 ,HJ   ,11/22/21,     0 ,PREG    ,05/04/23,MEASURE    , 382 ,12/09/22,  820/53,                ,,
      8943 ,HJ   ,11/22/21,     0 ,PREG    ,05/04/23,MEASURE    , 527 ,05/03/23,1010            ,                ,,
      8944 ,H    ,11/23/21,     0 ,PREG    ,05/18/23,MEASURE    ,  96 ,02/27/22,245             ,                ,,
      8944 ,H    ,11/23/21,     0 ,PREG    ,05/18/23,MEASURE    , 161 ,05/03/22,  300/43,                ,,
      8944 ,H    ,11/23/21,     0 ,PREG    ,05/18/23,MEASURE    , 192 ,06/03/22,  370/44,                ,,
      8944 ,H    ,11/23/21,     0 ,PREG    ,05/18/23,MEASURE    , 381 ,12/09/22,  840/54,                ,,
      8944 ,H    ,11/23/21,     0 ,PREG    ,05/18/23,MEASURE    , 541 ,05/18/23,1130            ,                ,,
      8945 ,H    ,11/23/21,     0 ,PREG    ,05/25/23,MEASURE    ,  96 ,02/27/22,240             ,                ,,
      8945 ,H    ,11/23/21,     0 ,PREG    ,05/25/23,MEASURE    , 161 ,05/03/22,  335/44,                ,,
      8945 ,H    ,11/23/21,     0 ,PREG    ,05/25/23,MEASURE    , 202 ,06/13/22,  410/44,                ,,
      8945 ,H    ,11/23/21,     0 ,PREG    ,05/25/23,MEASURE    , 381 ,12/09/22,  890/53,                ,,
      8945 ,H    ,11/23/21,     0 ,PREG    ,05/25/23,MEASURE    , 546 ,05/23/23,1230            ,                ,,
      8946 ,H    ,11/23/21,     0 , SLD/DIE,00000000 ,MEASURE    ,  96 ,02/27/22,258             ,                ,,
      8946 ,H    ,11/23/21,     0 , SLD/DIE,00000000 ,MEASURE    , 161 ,05/03/22,  305/43,                ,,
      8946 ,H    ,11/23/21,     0 , SLD/DIE,00000000 ,MEASURE    , 202 ,06/13/22,  396/44,                ,,
      8946 ,H    ,11/23/21,     0 , SLD/DIE,00000000 ,MEASURE    , 381 ,12/09/22,  830/53,                ,,
      8946 ,H    ,11/23/21,     0 , SLD/DIE,00000000 ,MEASURE    , 519 ,04/26/23,1110            ,                ,,
      8947 ,H    ,11/23/21,     0 ,PREG    ,05/18/23,MEASURE    ,  96 ,02/27/22,267             ,                ,,
      8947 ,H    ,11/23/21,     0 ,PREG    ,05/18/23,MEASURE    , 161 ,05/03/22,  340/44,                ,,
      8947 ,H    ,11/23/21,     0 ,PREG    ,05/18/23,MEASURE    , 203 ,06/14/22,  420/46,                ,,
      8947 ,H    ,11/23/21,     0 ,PREG    ,05/18/23,MEASURE    , 394 ,12/22/22,  890/53,                ,,
      8947 ,H    ,11/23/21,     0 ,PREG    ,05/18/23,MEASURE    , 541 ,05/18/23,1140            ,                ,,
      8948 ,H    ,11/23/21,     0 ,PREG    ,05/04/23,MEASURE    ,  96 ,02/27/22,258             ,                ,,
      8948 ,H    ,11/23/21,     0 ,PREG    ,05/04/23,MEASURE    , 161 ,05/03/22,  340/44,                ,,
      8948 ,H    ,11/23/21,     0 ,PREG    ,05/04/23,MEASURE    , 203 ,06/14/22,  428/43,                ,,
      8948 ,H    ,11/23/21,     0 ,PREG    ,05/04/23,MEASURE    , 387 ,12/15/22,  850/53,                ,,
      8948 ,H    ,11/23/21,     0 ,PREG    ,05/04/23,MEASURE    , 526 ,05/03/23,1160            ,                ,,
      8949 ,HJ   ,11/23/21,     0 ,PREG    ,05/04/23,MEASURE    ,  96 ,02/27/22,235             ,                ,,
      8949 ,HJ   ,11/23/21,     0 ,PREG    ,05/04/23,MEASURE    , 161 ,05/03/22,  350/45,                ,,
      8949 ,HJ   ,11/23/21,     0 ,PREG    ,05/04/23,MEASURE    , 203 ,06/14/22,  466/47,                ,,
      8949 ,HJ   ,11/23/21,     0 ,PREG    ,05/04/23,MEASURE    , 381 ,12/09/22,  890/53,                ,,
      8949 ,HJ   ,11/23/21,     0 ,PREG    ,05/04/23,MEASURE    , 525 ,05/02/23,1100            ,                ,,
      8950 ,H    ,11/24/21,     0 ,PREG    ,06/22/23,MEASURE    ,  95 ,02/27/22,255             ,                ,,
      8950 ,H    ,11/24/21,     0 ,PREG    ,06/22/23,MEASURE    , 160 ,05/03/22,  340/44,                ,,
      8950 ,H    ,11/24/21,     0 ,PREG    ,06/22/23,MEASURE    , 202 ,06/14/22,  420/43,                ,,
      8950 ,H    ,11/24/21,     0 ,PREG    ,06/22/23,MEASURE    , 380 ,12/09/22,  890/53,                ,,
      8950 ,H    ,11/24/21,     0 ,PREG    ,06/22/23,MEASURE    , 575 ,06/22/23,1170            ,                ,,
      8951 ,HJ   ,11/24/21,     0 ,PREG    ,07/13/23,MEASURE    ,  95 ,02/27/22,219             ,                ,,
      8951 ,HJ   ,11/24/21,     0 ,PREG    ,07/13/23,MEASURE    , 160 ,05/03/22,  350/45,                ,,
      8951 ,HJ   ,11/24/21,     0 ,PREG    ,07/13/23,MEASURE    , 191 ,06/03/22,  450/45,                ,,
      8951 ,HJ   ,11/24/21,     0 ,PREG    ,07/13/23,MEASURE    , 380 ,12/09/22,  700/52,                ,,
      8951 ,HJ   ,11/24/21,     0 ,PREG    ,07/13/23,MEASURE    , 596 ,07/13/23,1060            ,                ,,
      8952 ,HJ   ,11/24/21,     0 ,PREG    ,05/04/23,MEASURE    ,  95 ,02/27/22,259             ,                ,,
      8952 ,HJ   ,11/24/21,     0 ,PREG    ,05/04/23,MEASURE    , 160 ,05/03/22,  295/43,                ,,
      8952 ,HJ   ,11/24/21,     0 ,PREG    ,05/04/23,MEASURE    , 191 ,06/03/22,  392/45,                ,,
      8952 ,HJ   ,11/24/21,     0 ,PREG    ,05/04/23,MEASURE    , 380 ,12/09/22,  850/53,                ,,
      8952 ,HJ   ,11/24/21,     0 ,PREG    ,05/04/23,MEASURE    , 525 ,05/03/23,1030            ,                ,,
      8953 ,H    ,11/24/21,     0 , SLD/DIE,00000000 ,MEASURE    ,  95 ,02/27/22,235             ,                ,,
      8953 ,H    ,11/24/21,     0 , SLD/DIE,00000000 ,MEASURE    , 160 ,05/03/22,  350/44,                ,,
      8953 ,H    ,11/24/21,     0 , SLD/DIE,00000000 ,MEASURE    , 202 ,06/14/22,  428/44,                ,,
      8953 ,H    ,11/24/21,     0 , SLD/DIE,00000000 ,MEASURE    , 380 ,12/09/22,  860/53,                ,,
      8953 ,H    ,11/24/21,     0 , SLD/DIE,00000000 ,MEASURE    , 533 ,05/11/23,1090            ,                ,,
      8954 ,H    ,11/25/21,     0 , SLD/DIE,00000000 ,MEASURE    ,  94 ,02/27/22,248             ,                ,,
      8954 ,H    ,11/25/21,     0 , SLD/DIE,00000000 ,MEASURE    , 158 ,05/02/22,  265/40,                ,,
      8954 ,H    ,11/25/21,     0 , SLD/DIE,00000000 ,MEASURE    , 201 ,06/14/22,  316/43,                ,,
      8955 ,H    ,11/25/21,     0 ,PREG    ,05/18/23,MEASURE    ,  94 ,02/27/22,236             ,                ,,
      8955 ,H    ,11/25/21,     0 ,PREG    ,05/18/23,MEASURE    , 158 ,05/02/22,  302/43,                ,,
      8955 ,H    ,11/25/21,     0 ,PREG    ,05/18/23,MEASURE    , 188 ,06/01/22,  382/44,                ,,
      8955 ,H    ,11/25/21,     0 ,PREG    ,05/18/23,MEASURE    , 392 ,12/22/22,  850/53,                ,,
      8955 ,H    ,11/25/21,     0 ,PREG    ,05/18/23,MEASURE    , 539 ,05/18/23,1060            ,                ,,
      8956 ,HJ   ,11/26/21,     0 ,PREG    ,05/04/23,MEASURE    ,  93 ,02/27/22,232             ,                ,,
      8956 ,HJ   ,11/26/21,     0 ,PREG    ,05/04/23,MEASURE    , 157 ,05/02/22,  326/44,                ,,
      8956 ,HJ   ,11/26/21,     0 ,PREG    ,05/04/23,MEASURE    , 187 ,06/01/22,  414/46,                ,,
      8956 ,HJ   ,11/26/21,     0 ,PREG    ,05/04/23,MEASURE    , 378 ,12/09/22,  860/53,                ,,
      8956 ,HJ   ,11/26/21,     0 ,PREG    ,05/04/23,MEASURE    , 522 ,05/02/23,1100            ,                ,,
      8957 ,HJ   ,11/26/21,     0 ,PREG    ,05/18/23,MEASURE    ,  93 ,02/27/22,233             ,                ,,
      8957 ,HJ   ,11/26/21,     0 ,PREG    ,05/18/23,MEASURE    , 158 ,05/03/22,  305/43,                ,,
      8957 ,HJ   ,11/26/21,     0 ,PREG    ,05/18/23,MEASURE    , 200 ,06/14/22,  434/45,                ,,
      8957 ,HJ   ,11/26/21,     0 ,PREG    ,05/18/23,MEASURE    , 378 ,12/09/22,  870/53,                ,,
      8957 ,HJ   ,11/26/21,     0 ,PREG    ,05/18/23,MEASURE    , 538 ,05/18/23,1150            ,                ,,
      8958 ,HJ   ,11/27/21,     0 ,PREG    ,05/18/23,MEASURE    ,  92 ,02/27/22,255             ,                ,,
      8958 ,HJ   ,11/27/21,     0 ,PREG    ,05/18/23,MEASURE    , 156 ,05/02/22,  329/44,                ,,
      8958 ,HJ   ,11/27/21,     0 ,PREG    ,05/18/23,MEASURE    , 186 ,06/01/22,  404/45,                ,,
      8958 ,HJ   ,11/27/21,     0 ,PREG    ,05/18/23,MEASURE    , 382 ,12/14/22,  860/53,                ,,
      8958 ,HJ   ,11/27/21,     0 ,PREG    ,05/18/23,MEASURE    , 537 ,05/18/23,1080            ,                ,,
      8959 ,H    ,11/28/21,     0 , SLD/DIE,00000000 ,MEASURE    ,  91 ,02/27/22,215             ,                ,,
