id,birth_date,breed,days_at_grower,rpro,weight,height,birth_weight,go_home_date,measure_date,age_at_measure,times_weight,total_pneu,pneu_date_1,pneu_date_2,pneu_date_3,pneu_date_4,total_diarhea,diarhea_date_1,diarhea_date_2,total_ear,ear_date_1,ear_date_2,ear_date_3,total_navel,navel_date_1,times_sick,pneu,diarhea,navel,ear,disease_status
8856,2021-10-15,HO,546,PREG,376,45,,2023-04-27,2022-04-24,191,2,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8856,2021-10-15,HO,546,PREG,820,53,,2023-04-27,2022-10-28,378,3,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8856,2021-10-15,HO,546,PREG,1090,,,2023-04-27,2023-04-27,559,4,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8857,2021-10-15,HO,581,PREG,247,,,2023-06-01,2022-01-13,90,1,3,2021-11-10,2022-01-08,2022-04-02,,1,2021-10-30,,,,,,,,4,1,1,0,0,Multiple
8857,2021-10-15,HO,581,PREG,370,45,,2023-06-01,2022-05-06,203,2,3,2021-11-10,2022-01-08,2022-04-02,,1,2021-10-30,,,,,,,,4,1,1,0,0,Multiple
8857,2021-10-15,HO,581,PREG,890,54,,2023-06-01,2022-10-28,378,3,3,2021-11-10,2022-01-08,2022-04-02,,1,2021-10-30,,,,,,,,4,1,1,0,0,Multiple
8857,2021-10-15,HO,581,PREG,1280,,,2023-06-01,2023-05-31,593,4,3,2021-11-10,2022-01-08,2022-04-02,,1,2021-10-30,,,,,,,,4,1,1,0,0,Multiple
8858,2021-10-16,HO,546,PREG,238,,,2023-04-27,2022-01-13,89,1,,,,,,1,2021-10-29,,,,,,,,1,0,1,0,0,Diarrhea
8858,2021-10-16,HO,546,PREG,450,47,,2023-04-27,2022-04-30,196,2,,,,,,1,2021-10-29,,,,,,,,1,0,1,0,0,Diarrhea
8858,2021-10-16,HO,546,PREG,920,55,,2023-04-27,2022-10-28,377,3,,,,,,1,2021-10-29,,,,,,,,1,0,1,0,0,Diarrhea
8858,2021-10-16,HO,546,PREG,1230,,,2023-04-27,2023-04-27,558,4,,,,,,1,2021-10-29,,,,,,,,1,0,1,0,0,Diarrhea
8859,2021-10-16,HO,574,PREG,229,,,2023-05-25,2022-01-13,89,1,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8859,2021-10-16,HO,574,PREG,360,45,,2023-05-25,2022-04-30,196,2,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8859,2021-10-16,HO,574,PREG,840,53,,2023-05-25,2022-10-28,377,3,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8859,2021-10-16,HO,574,PREG,1220,,,2023-05-25,2023-05-23,584,4,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8860,2021-10-16,HJ,,SLD/DIE,225,,,,2022-01-13,89,1,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8861,2021-10-17,HJ,574,PREG,215,,,2023-05-25,2022-01-13,88,1,1,2022-02-02,,,,1,2021-10-30,,,,,,,,2,1,1,0,0,Multiple
8861,2021-10-17,HJ,574,PREG,430,47,,2023-05-25,2022-04-30,195,2,1,2022-02-02,,,,1,2021-10-30,,,,,,,,2,1,1,0,0,Multiple
8861,2021-10-17,HJ,574,PREG,840,54,,2023-05-25,2022-10-28,376,3,1,2022-02-02,,,,1,2021-10-30,,,,,,,,2,1,1,0,0,Multiple
8861,2021-10-17,HJ,574,PREG,1160,,,2023-05-25,2023-05-23,583,4,1,2022-02-02,,,,1,2021-10-30,,,,,,,,2,1,1,0,0,Multiple
8862,2021-10-19,HO,574,PREG,259,,,2023-05-25,2022-01-13,86,1,1,2022-02-02,,,,1,2021-10-29,,,,,,,,2,1,1,0,0,Multiple
8862,2021-10-19,HO,574,PREG,400,45,,2023-05-25,2022-04-30,193,2,1,2022-02-02,,,,1,2021-10-29,,,,,,,,2,1,1,0,0,Multiple
8862,2021-10-19,HO,574,PREG,860,54,,2023-05-25,2022-10-28,374,3,1,2022-02-02,,,,1,2021-10-29,,,,,,,,2,1,1,0,0,Multiple
8862,2021-10-19,HO,574,PREG,1230,,,2023-05-25,2023-05-23,581,4,1,2022-02-02,,,,1,2021-10-29,,,,,,,,2,1,1,0,0,Multiple
8863,2021-10-19,HO,546,PREG,225,,,2023-04-27,2022-01-13,86,1,1,2022-01-03,,,,1,2021-10-30,,1,2022-01-03,,,,,3,1,1,0,1,Multiple
8863,2021-10-19,HO,546,PREG,415,46,,2023-04-27,2022-05-06,199,2,1,2022-01-03,,,,1,2021-10-30,,1,2022-01-03,,,,,3,1,1,0,1,Multiple
8863,2021-10-19,HO,546,PREG,860,54,,2023-04-27,2022-10-28,374,3,1,2022-01-03,,,,1,2021-10-30,,1,2022-01-03,,,,,3,1,1,0,1,Multiple
8863,2021-10-19,HO,546,PREG,1170,,,2023-04-27,2023-04-27,555,4,1,2022-01-03,,,,1,2021-10-30,,1,2022-01-03,,,,,3,1,1,0,1,Multiple
8864,2021-10-20,HJ,546,PREG,225,,,2023-04-27,2022-01-13,85,1,2,2022-01-31,2022-03-13,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8864,2021-10-20,HJ,546,PREG,313,43,,2023-04-27,2022-04-24,186,2,2,2022-01-31,2022-03-13,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8864,2021-10-20,HJ,546,PREG,760,53,,2023-04-27,2022-10-28,373,3,2,2022-01-31,2022-03-13,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8864,2021-10-20,HJ,546,PREG,1080,,,2023-04-27,2023-04-27,554,4,2,2022-01-31,2022-03-13,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8865,2021-10-20,HO,553,PREG,225,,,2023-05-04,2022-01-13,85,1,1,2022-03-03,,,,1,2021-10-30,,,,,,,,2,1,1,0,0,Multiple
8865,2021-10-20,HO,553,PREG,350,45,,2023-05-04,2022-05-06,198,2,1,2022-03-03,,,,1,2021-10-30,,,,,,,,2,1,1,0,0,Multiple
8865,2021-10-20,HO,553,PREG,800,53,,2023-05-04,2022-10-28,373,3,1,2022-03-03,,,,1,2021-10-30,,,,,,,,2,1,1,0,0,Multiple
8865,2021-10-20,HO,553,PREG,1250,,,2023-05-04,2023-05-02,559,4,1,2022-03-03,,,,1,2021-10-30,,,,,,,,2,1,1,0,0,Multiple
8866,2021-10-20,HJ,546,PREG,224,,,2023-04-27,2022-01-13,85,1,1,2022-02-07,,,,1,2021-10-30,,,,,,,,2,1,1,0,0,Multiple
8866,2021-10-20,HJ,546,PREG,375,45,,2023-04-27,2022-04-30,192,2,1,2022-02-07,,,,1,2021-10-30,,,,,,,,2,1,1,0,0,Multiple
8866,2021-10-20,HJ,546,PREG,830,53,,2023-04-27,2022-10-28,373,3,1,2022-02-07,,,,1,2021-10-30,,,,,,,,2,1,1,0,0,Multiple
8866,2021-10-20,HJ,546,PREG,1070,,,2023-04-27,2023-04-27,554,4,1,2022-02-07,,,,1,2021-10-30,,,,,,,,2,1,1,0,0,Multiple
8867,2021-10-20,HO,551,PREG,210,,,2023-05-02,2022-01-13,85,1,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8867,2021-10-20,HO,551,PREG,365,45,,2023-05-02,2022-04-30,192,2,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8867,2021-10-20,HO,551,PREG,750,52,,2023-05-02,2022-10-28,373,3,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8867,2021-10-20,HO,551,PREG,920,,,2023-05-02,2023-05-02,559,4,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8868,2021-10-20,HO,553,PREG,245,,,2023-05-04,2022-01-13,85,1,,,,,,1,2021-10-29,,1,2022-01-20,,,,,2,0,1,0,1,Multiple
8868,2021-10-20,HO,553,PREG,440,47,,2023-05-04,2022-04-30,192,2,,,,,,1,2021-10-29,,1,2022-01-20,,,,,2,0,1,0,1,Multiple
8868,2021-10-20,HO,553,PREG,880,54,,2023-05-04,2022-10-28,373,3,,,,,,1,2021-10-29,,1,2022-01-20,,,,,2,0,1,0,1,Multiple
8868,2021-10-20,HO,553,PREG,1100,,,2023-05-04,2023-05-03,560,4,,,,,,1,2021-10-29,,1,2022-01-20,,,,,2,0,1,0,1,Multiple
8869,2021-10-20,HO,546,PREG,225,,,2023-04-27,2022-01-13,85,1,,,,,,,,,1,2021-12-01,,,,,1,0,0,0,1,Ear
8869,2021-10-20,HO,546,PREG,416,46,,2023-04-27,2022-05-06,198,2,,,,,,,,,1,2021-12-01,,,,,1,0,0,0,1,Ear
8869,2021-10-20,HO,546,PREG,850,54,,2023-04-27,2022-10-28,373,3,,,,,,,,,1,2021-12-01,,,,,1,0,0,0,1,Ear
8869,2021-10-20,HO,546,PREG,1160,,,2023-04-27,2023-04-27,554,4,,,,,,,,,1,2021-12-01,,,,,1,0,0,0,1,Ear
8870,2021-10-20,HO,,SLD/DIE,235,,,,2022-01-13,85,1,,,,,,1,2021-10-30,,,,,,,,1,0,1,0,0,Diarrhea
8870,2021-10-20,HO,,SLD/DIE,436,47,,,2022-05-06,198,2,,,,,,1,2021-10-30,,,,,,,,1,0,1,0,0,Diarrhea
8870,2021-10-20,HO,,SLD/DIE,910,53,,,2022-10-28,373,3,,,,,,1,2021-10-30,,,,,,,,1,0,1,0,0,Diarrhea
8870,2021-10-20,HO,,SLD/DIE,1290,,,,2023-05-25,582,4,,,,,,1,2021-10-30,,,,,,,,1,0,1,0,0,Diarrhea
8871,2021-10-20,HJ,567,PREG,213,,,2023-05-18,2022-01-13,85,1,1,2022-03-05,,,,1,2021-11-01,,,,,,,,2,1,1,0,0,Multiple
8871,2021-10-20,HJ,567,PREG,370,45,,2023-05-18,2022-04-30,192,2,1,2022-03-05,,,,1,2021-11-01,,,,,,,,2,1,1,0,0,Multiple
8871,2021-10-20,HJ,567,PREG,820,53,,2023-05-18,2022-10-28,373,3,1,2022-03-05,,,,1,2021-11-01,,,,,,,,2,1,1,0,0,Multiple
8871,2021-10-20,HJ,567,PREG,1150,,,2023-05-18,2023-05-18,575,4,1,2022-03-05,,,,1,2021-11-01,,,,,,,,2,1,1,0,0,Multiple
8872,2021-10-20,HO,581,PREG,209,,,2023-06-01,2022-01-13,85,1,3,2022-02-04,2022-03-08,2022-03-29,,1,2021-11-03,,,,,,,,4,1,1,0,0,Multiple
8872,2021-10-20,HO,581,PREG,310,43,,2023-06-01,2022-04-30,192,2,3,2022-02-04,2022-03-08,2022-03-29,,1,2021-11-03,,,,,,,,4,1,1,0,0,Multiple
8872,2021-10-20,HO,581,PREG,840,53,,2023-06-01,2022-10-28,373,3,3,2022-02-04,2022-03-08,2022-03-29,,1,2021-11-03,,,,,,,,4,1,1,0,0,Multiple
8872,2021-10-20,HO,581,PREG,1210,,,2023-06-01,2023-05-31,588,4,3,2022-02-04,2022-03-08,2022-03-29,,1,2021-11-03,,,,,,,,4,1,1,0,0,Multiple
8873,2021-10-20,HO,546,PREG,209,,,2023-04-27,2022-01-13,85,1,4,2021-11-15,2022-03-05,2022-04-04,2022-05-07,1,2021-10-31,,,,,,,,5,1,1,0,0,Multiple
8873,2021-10-20,HO,546,PREG,300,43,,2023-04-27,2022-05-06,198,2,4,2021-11-15,2022-03-05,2022-04-04,2022-05-07,1,2021-10-31,,,,,,,,5,1,1,0,0,Multiple
8873,2021-10-20,HO,546,PREG,760,52,,2023-04-27,2022-10-28,373,3,4,2021-11-15,2022-03-05,2022-04-04,2022-05-07,1,2021-10-31,,,,,,,,5,1,1,0,0,Multiple
8873,2021-10-20,HO,546,PREG,1150,,,2023-04-27,2023-04-27,554,4,4,2021-11-15,2022-03-05,2022-04-04,2022-05-07,1,2021-10-31,,,,,,,,5,1,1,0,0,Multiple
8874,2021-10-23,HJ,574,PREG,223,,,2023-05-25,2022-01-13,82,1,,,,,,1,2021-11-03,,1,2021-12-02,,,,,2,0,1,0,1,Multiple
8874,2021-10-23,HJ,574,PREG,400,46,,2023-05-25,2022-05-10,199,2,,,,,,1,2021-11-03,,1,2021-12-02,,,,,2,0,1,0,1,Multiple
8874,2021-10-23,HJ,574,PREG,810,53,,2023-05-25,2022-11-04,377,3,,,,,,1,2021-11-03,,1,2021-12-02,,,,,2,0,1,0,1,Multiple
8874,2021-10-23,HJ,574,PREG,1090,,,2023-05-25,2023-05-23,577,4,,,,,,1,2021-11-03,,1,2021-12-02,,,,,2,0,1,0,1,Multiple
8876,2021-10-23,HJ,551,PREG,215,,,2023-05-02,2022-01-13,82,1,,,,,,1,2021-10-31,,,,,,,,1,0,1,0,0,Diarrhea
8876,2021-10-23,HJ,551,PREG,345,44,,2023-05-02,2022-04-24,183,2,,,,,,1,2021-10-31,,,,,,,,1,0,1,0,0,Diarrhea
8876,2021-10-23,HJ,551,PREG,770,53,,2023-05-02,2022-11-04,377,3,,,,,,1,2021-10-31,,,,,,,,1,0,1,0,0,Diarrhea
8876,2021-10-23,HJ,551,PREG,1060,,,2023-05-02,2023-05-02,556,4,,,,,,1,2021-10-31,,,,,,,,1,0,1,0,0,Diarrhea
8877,2021-10-24,HO,551,PREG,232,,,2023-05-02,2022-01-13,81,1,2,2022-05-07,2022-07-16,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8877,2021-10-24,HO,551,PREG,379,45,,2023-05-02,2022-05-06,194,2,2,2022-05-07,2022-07-16,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8877,2021-10-24,HO,551,PREG,870,53,,2023-05-02,2022-11-04,376,3,2,2022-05-07,2022-07-16,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8877,2021-10-24,HO,551,PREG,1250,,,2023-05-02,2023-05-02,555,4,2,2022-05-07,2022-07-16,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8878,2021-10-24,HO,551,PREG,239,,,2023-05-02,2022-01-13,81,1,,,,,,1,2021-11-05,,1,2021-11-26,,,,,2,0,1,0,1,Multiple
8878,2021-10-24,HO,551,PREG,465,47,,2023-05-02,2022-05-06,194,2,,,,,,1,2021-11-05,,1,2021-11-26,,,,,2,0,1,0,1,Multiple
8878,2021-10-24,HO,551,PREG,840,54,,2023-05-02,2022-11-04,376,3,,,,,,1,2021-11-05,,1,2021-11-26,,,,,2,0,1,0,1,Multiple
8878,2021-10-24,HO,551,PREG,1180,,,2023-05-02,2023-05-02,555,4,,,,,,1,2021-11-05,,1,2021-11-26,,,,,2,0,1,0,1,Multiple
8879,2021-10-24,HO,553,PREG,189,,,2023-05-04,2022-01-13,81,1,,,,,,1,2021-11-02,,,,,,,,1,0,1,0,0,Diarrhea
8879,2021-10-24,HO,553,PREG,328,44,,2023-05-04,2022-04-24,182,2,,,,,,1,2021-11-02,,,,,,,,1,0,1,0,0,Diarrhea
8879,2021-10-24,HO,553,PREG,820,53,,2023-05-04,2022-11-04,376,3,,,,,,1,2021-11-02,,,,,,,,1,0,1,0,0,Diarrhea
8879,2021-10-24,HO,553,PREG,1120,,,2023-05-04,2023-05-02,555,4,,,,,,1,2021-11-02,,,,,,,,1,0,1,0,0,Diarrhea
8880,2021-10-25,HO,551,PREG,240,,,2023-05-02,2022-01-13,80,1,,,,,,1,2021-11-02,,,,,,,,1,0,1,0,0,Diarrhea
8880,2021-10-25,HO,551,PREG,452,47,,2023-05-02,2022-05-06,193,2,,,,,,1,2021-11-02,,,,,,,,1,0,1,0,0,Diarrhea
8880,2021-10-25,HO,551,PREG,890,54,,2023-05-02,2022-11-04,375,3,,,,,,1,2021-11-02,,,,,,,,1,0,1,0,0,Diarrhea
8880,2021-10-25,HO,551,PREG,1150,,,2023-05-02,2023-05-02,554,4,,,,,,1,2021-11-02,,,,,,,,1,0,1,0,0,Diarrhea
8881,2021-10-25,HO,555,PREG,259,,,2023-05-18,2022-02-01,99,1,4,2022-02-15,2022-03-29,2022-04-22,2022-07-14,1,2021-12-06,,,,,,,,5,1,1,0,0,Multiple
8881,2021-10-25,HO,555,PREG,407,46,,2023-05-18,2022-05-16,203,2,4,2022-02-15,2022-03-29,2022-04-22,2022-07-14,1,2021-12-06,,,,,,,,5,1,1,0,0,Multiple
8881,2021-10-25,HO,555,PREG,840,54,,2023-05-18,2022-11-04,375,3,4,2022-02-15,2022-03-29,2022-04-22,2022-07-14,1,2021-12-06,,,,,,,,5,1,1,0,0,Multiple
8881,2021-10-25,HO,555,PREG,1180,,,2023-05-18,2023-05-18,570,4,4,2022-02-15,2022-03-29,2022-04-22,2022-07-14,1,2021-12-06,,,,,,,,5,1,1,0,0,Multiple
8882,2021-10-25,HO,551,PREG,215,,,2023-05-02,2022-01-13,80,1,,,,,,1,2021-11-01,,,,,,,,1,0,1,0,0,Diarrhea
8882,2021-10-25,HO,551,PREG,379,45,,2023-05-02,2022-04-24,181,2,,,,,,1,2021-11-01,,,,,,,,1,0,1,0,0,Diarrhea
8882,2021-10-25,HO,551,PREG,730,54,,2023-05-02,2022-11-04,375,3,,,,,,1,2021-11-01,,,,,,,,1,0,1,0,0,Diarrhea
8882,2021-10-25,HO,551,PREG,1220,,,2023-05-02,2023-05-02,554,4,,,,,,1,2021-11-01,,,,,,,,1,0,1,0,0,Diarrhea
8883,2021-10-25,HO,539,PREG,222,,,2023-05-02,2022-02-01,99,1,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8883,2021-10-25,HO,539,PREG,445,47,,2023-05-02,2022-05-16,203,2,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8883,2021-10-25,HO,539,PREG,860,54,,2023-05-02,2022-11-04,375,3,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8883,2021-10-25,HO,539,PREG,1420,,,2023-05-02,2023-05-02,554,4,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8884,2021-10-25,HJ,551,PREG,235,,,2023-05-02,2022-01-13,80,1,,,,,,1,2021-11-02,,,,,,,,1,0,1,0,0,Diarrhea
8884,2021-10-25,HJ,551,PREG,445,47,,2023-05-02,2022-04-24,181,2,,,,,,1,2021-11-02,,,,,,,,1,0,1,0,0,Diarrhea
8884,2021-10-25,HJ,551,PREG,960,54,,2023-05-02,2022-11-04,375,3,,,,,,1,2021-11-02,,,,,,,,1,0,1,0,0,Diarrhea
8884,2021-10-25,HJ,551,PREG,1250,,,2023-05-02,2023-05-02,554,4,,,,,,1,2021-11-02,,,,,,,,1,0,1,0,0,Diarrhea
8885,2021-10-25,HO,534,PREG,265,,,2023-04-27,2022-02-01,99,1,2,2022-03-01,2022-03-29,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8885,2021-10-25,HO,534,PREG,377,45,,2023-04-27,2022-05-16,203,2,2,2022-03-01,2022-03-29,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8885,2021-10-25,HO,534,PREG,920,54,,2023-04-27,2022-11-04,375,3,2,2022-03-01,2022-03-29,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8885,2021-10-25,HO,534,PREG,1320,,,2023-04-27,2023-04-27,549,4,2,2022-03-01,2022-03-29,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8886,2021-10-27,HO,597,PREG,245,,,2023-06-29,2022-02-01,97,1,,,,,,1,2021-11-10,,,,,,,,1,0,1,0,0,Diarrhea
8886,2021-10-27,HO,597,PREG,408,46,,2023-06-29,2022-05-16,201,2,,,,,,1,2021-11-10,,,,,,,,1,0,1,0,0,Diarrhea
8886,2021-10-27,HO,597,PREG,870,54,,2023-06-29,2022-11-04,373,3,,,,,,1,2021-11-10,,,,,,,,1,0,1,0,0,Diarrhea
8886,2021-10-27,HO,597,PREG,1230,,,2023-06-29,2023-06-29,610,4,,,,,,1,2021-11-10,,,,,,,,1,0,1,0,0,Diarrhea
8887,2021-10-27,HO,541,PREG,233,,,2023-05-04,2022-02-01,97,1,1,2021-11-26,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8887,2021-10-27,HO,541,PREG,477,47,,2023-05-04,2022-05-16,201,2,1,2021-11-26,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8887,2021-10-27,HO,541,PREG,960,54,,2023-05-04,2022-11-04,373,3,1,2021-11-26,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8887,2021-10-27,HO,541,PREG,1250,,,2023-05-04,2023-05-02,552,4,1,2021-11-26,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8888,2021-10-27,HO,539,PREG,252,,,2023-05-02,2022-02-01,97,1,1,2022-03-10,,,,1,2021-11-10,,,,,,,,2,1,1,0,0,Multiple
8888,2021-10-27,HO,539,PREG,300,43,,2023-05-02,2022-05-01,186,2,1,2022-03-10,,,,1,2021-11-10,,,,,,,,2,1,1,0,0,Multiple
8888,2021-10-27,HO,539,PREG,700,53,,2023-05-02,2022-11-04,373,3,1,2022-03-10,,,,1,2021-11-10,,,,,,,,2,1,1,0,0,Multiple
8888,2021-10-27,HO,539,PREG,1000,,,2023-05-02,2023-05-02,552,4,1,2022-03-10,,,,1,2021-11-10,,,,,,,,2,1,1,0,0,Multiple
8889,2021-10-27,HO,539,PREG,251,,,2023-05-02,2022-02-01,97,1,,,,,,1,2021-11-10,,,,,,,,1,0,1,0,0,Diarrhea
8889,2021-10-27,HO,539,PREG,404,46,,2023-05-02,2022-05-16,201,2,,,,,,1,2021-11-10,,,,,,,,1,0,1,0,0,Diarrhea
8889,2021-10-27,HO,539,PREG,850,54,,2023-05-02,2022-11-04,373,3,,,,,,1,2021-11-10,,,,,,,,1,0,1,0,0,Diarrhea
8889,2021-10-27,HO,539,PREG,1230,,,2023-05-02,2023-05-02,552,4,,,,,,1,2021-11-10,,,,,,,,1,0,1,0,0,Diarrhea
8890,2021-10-28,HJ,562,PREG,230,,,2023-05-25,2022-02-01,96,1,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8890,2021-10-28,HJ,562,PREG,446,47,,2023-05-25,2022-05-16,200,2,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8890,2021-10-28,HJ,562,PREG,860,53,,2023-05-25,2022-11-15,383,3,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8890,2021-10-28,HJ,562,PREG,1160,,,2023-05-25,2023-05-23,572,4,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8891,2021-10-28,HJ,539,PREG,249,,,2023-05-02,2022-02-01,96,1,1,2022-02-15,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8891,2021-10-28,HJ,539,PREG,458,47,,2023-05-02,2022-05-16,200,2,1,2022-02-15,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8891,2021-10-28,HJ,539,PREG,960,53,,2023-05-02,2022-11-15,383,3,1,2022-02-15,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8891,2021-10-28,HJ,539,PREG,1210,,,2023-05-02,2023-05-02,551,4,1,2022-02-15,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8892,2021-10-28,HO,541,PREG,222,,,2023-05-04,2022-02-01,96,1,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8892,2021-10-28,HO,541,PREG,445,47,,2023-05-04,2022-05-16,200,2,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8892,2021-10-28,HO,541,PREG,830,54,,2023-05-04,2022-11-15,383,3,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8892,2021-10-28,HO,541,PREG,1150,,,2023-05-04,2023-05-02,551,4,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8893,2021-10-28,HO,,SLD/DIE,248,,,,2022-02-01,96,1,2,2022-02-08,2022-04-12,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8895,2021-10-29,HJ,539,PREG,228,,,2023-05-02,2022-02-01,95,1,1,2022-03-27,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8895,2021-10-29,HJ,539,PREG,378,45,,2023-05-02,2022-05-16,199,2,1,2022-03-27,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8895,2021-10-29,HJ,539,PREG,820,52,,2023-05-02,2022-11-15,382,3,1,2022-03-27,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8895,2021-10-29,HJ,539,PREG,1110,,,2023-05-02,2023-05-02,550,4,1,2022-03-27,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8896,2021-10-29,HO,555,PREG,245,,,2023-05-18,2022-02-01,95,1,,,,,,,,,,,,,1,2021-11-10,1,0,0,1,0,Navel
8896,2021-10-29,HO,555,PREG,439,47,,2023-05-18,2022-05-16,199,2,,,,,,,,,,,,,1,2021-11-10,1,0,0,1,0,Navel
8896,2021-10-29,HO,555,PREG,950,54,,2023-05-18,2022-11-15,382,3,,,,,,,,,,,,,1,2021-11-10,1,0,0,1,0,Navel
8896,2021-10-29,HO,555,PREG,1310,,,2023-05-18,2023-05-18,566,4,,,,,,,,,,,,,1,2021-11-10,1,0,0,1,0,Navel
8897,2021-10-29,HJ,534,PREG,196,,,2023-04-27,2022-02-01,95,1,2,2021-12-05,2022-03-23,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8897,2021-10-29,HJ,534,PREG,366,45,,2023-04-27,2022-05-16,199,2,2,2021-12-05,2022-03-23,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8897,2021-10-29,HJ,534,PREG,770,52,,2023-04-27,2022-11-15,382,3,2,2021-12-05,2022-03-23,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8897,2021-10-29,HJ,534,PREG,1030,,,2023-04-27,2023-04-27,545,4,2,2021-12-05,2022-03-23,,,,,,,,,,,,2,1,0,0,0,Pneumonia
8898,2021-10-29,HJ,539,PREG,236,,,2023-05-02,2022-02-01,95,1,1,2022-05-05,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8898,2021-10-29,HJ,539,PREG,426,46,,2023-05-02,2022-05-24,207,2,1,2022-05-05,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8898,2021-10-29,HJ,539,PREG,870,53,,2023-05-02,2022-11-15,382,3,1,2022-05-05,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8898,2021-10-29,HJ,539,PREG,1140,,,2023-05-02,2023-05-02,550,4,1,2022-05-05,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8899,2021-10-30,HJ,527,PREG,255,,,2023-05-04,2022-02-20,113,1,1,2022-03-12,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8899,2021-10-30,HJ,527,PREG,354,43,,2023-05-04,2022-04-26,178,2,1,2022-03-12,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8899,2021-10-30,HJ,527,PREG,440,45,,2023-05-04,2022-06-06,219,3,1,2022-03-12,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8899,2021-10-30,HJ,527,PREG,720,52,,2023-05-04,2022-11-23,389,4,1,2022-03-12,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8899,2021-10-30,HJ,527,PREG,1020,,,2023-05-04,2023-05-02,549,5,1,2022-03-12,,,,,,,,,,,,,1,1,0,0,0,Pneumonia
8900,2021-10-30,HO,539,PREG,236,,,2023-05-02,2022-02-01,94,1,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8900,2021-10-30,HO,539,PREG,404,46,,2023-05-02,2022-05-23,205,2,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8900,2021-10-30,HO,539,PREG,730,54,,2023-05-02,2022-11-15,381,3,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8900,2021-10-30,HO,539,PREG,950,,,2023-05-02,2023-05-02,549,4,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8901,2021-10-30,HO,562,PREG,223,,,2023-05-25,2022-02-01,94,1,,,,,,,,,,,,,,,,0,0,0,0,Healthy
8901,2021-10-30,HO,562,PREG,433,47,,2023-05-25,2022-05-16,198,2,,,,,,,,,,,,,,,,0,0,0,0,Healthy
