id,breed,birth_date,rpro,birth_weight,first_weight,last_weight,days_at_grower,last_measure_age,first_measure_age,go_home_date,total_gain_grower,days_since_first,avg_gain_grower,total_gain_birth,average_gain_birth
8765,HO,2021-09-10,PREG,,207,1290,572,580,88,2023-04-13,1083,492,2.20121951219512,,
8766,HJ,2021-09-11,PREG,,206,1260,572,579,87,2023-04-13,1054,492,2.14227642276423,,
8767,HJ,2021-09-12,PREG,,224,1170,572,578,86,2023-04-13,946,492,1.92276422764228,,
8768,HO,2021-09-13,PREG,,197,1070,572,577,85,2023-04-13,873,492,1.77439024390244,,
8769,HO,2021-09-13,PREG,,422,1150,530,535,196,2023-03-02,728,339,2.14749262536873,,
8770,HO,2021-09-13,PREG,,230,1290,565,570,85,2023-04-06,1060,485,2.18556701030928,,
8771,HJ,2021-09-13,PREG,,228,1200,565,570,85,2023-04-06,972,485,2.00412371134021,,
8772,HJ,2021-09-14,PREG,,197,1130,565,569,84,2023-04-06,933,485,1.92371134020619,,
8773,HO,2021-09-14,PREG,,194,1170,565,569,84,2023-04-06,976,485,2.01237113402062,,
8774,HO,2021-09-14,PREG,,227,1320,586,590,84,2023-04-27,1093,506,2.1600790513834,,
8775,HO,2021-09-14,PREG,,410,1270,593,595,208,2023-05-04,860,387,2.22222222222222,,
8776,HO,2021-09-15,SLD/DIE,,220,1030,,534,83,,810,451,1.7960088691796,,
8777,HO,2021-09-15,PREG,,196,1270,591,594,83,2023-05-02,1074,511,2.10176125244618,,
8778,HO,2021-09-15,PREG,,200,1300,593,594,83,2023-05-04,1100,511,2.15264187866928,,
8779,HO,2021-09-16,PREG,,175,1160,572,574,82,2023-04-13,985,492,2.0020325203252,,
8780,HO,2021-09-16,PREG,,206,1250,591,593,82,2023-05-02,1044,511,2.04305283757339,,
8781,HO,2021-09-16,SLD/DIE,,226,1100,,587,172,,874,415,2.10602409638554,,
8782,HO,2021-09-17,PREG,,255,1280,555,566,88,2023-04-06,1025,478,2.14435146443515,,
8784,HJ,2021-09-18,PREG,,226,1100,581,591,87,2023-05-02,874,504,1.73412698412698,,
8785,HO,2021-09-18,PREG,,227,1280,604,612,87,2023-05-25,1053,525,2.00571428571429,,
8786,HO,2021-09-19,DRY,,225,1370,555,564,86,2023-04-06,1145,478,2.39539748953975,,
8787,HO,2021-09-19,SLD/DIE,,206,1100,,584,135,,894,449,1.99109131403118,,
8788,,2021-09-19,PREG,,245,1400,,585,86,2023-04-27,1155,499,2.31462925851703,,
8789,HO,2021-09-20,PREG,,221,1100,583,589,85,2023-05-04,879,504,1.74404761904762,,
8790,HO,2021-09-20,PREG,,241,1400,555,563,85,2023-04-06,1159,478,2.42468619246862,,
8792,HJ,2021-09-20,PREG,,219,1130,576,584,85,2023-04-27,911,499,1.82565130260521,,
8793,HO,2021-09-21,PREG,,238,1310,597,604,84,2023-05-18,1072,520,2.06153846153846,,
8794,HO,2021-09-22,PREG,,212,1200,581,587,83,2023-05-02,988,504,1.96031746031746,,
8795,HJ,2021-09-22,PREG,,193,1040,562,568,83,2023-04-13,847,485,1.74639175257732,,
8796,HO,2021-09-23,PREG,,196,1240,611,614,82,2023-06-01,1044,532,1.96240601503759,,
8797,HO,2021-09-23,PREG,,210,1210,562,567,82,2023-04-13,1000,485,2.06185567010309,,
8798,HJ,2021-09-23,PREG,,193,1060,562,567,82,2023-04-13,867,485,1.78762886597938,,
8799,HO,2021-09-23,PREG,,187,1080,562,567,82,2023-04-13,893,485,1.84123711340206,,
8800,HJ,2021-09-23,PREG,,196,,576,581,82,2023-04-27,,499,,,
8801,HO,2021-09-23,SLD/DIE,,275,275,,131,131,,0,0,,,
8802,HO,2021-09-24,PREG,,200,1210,555,559,81,2023-04-06,1010,478,2.11297071129707,,
8803,HJ,2021-09-24,PREG,,202,1080,597,601,81,2023-05-18,878,520,1.68846153846154,,
8804,HJ,2021-09-25,PREG,,203,1080,583,584,80,2023-05-04,877,504,1.74007936507937,,
8805,HO,2021-09-25,PREG,,205,1240,555,558,80,2023-04-06,1035,478,2.1652719665272,,
8806,HO,2021-09-25,PREG,,221,1090,576,579,80,2023-04-27,869,499,1.74148296593186,,
8807,HJ,2021-09-26,PREG,,178,1080,562,564,79,2023-04-13,902,485,1.85979381443299,,
8808,HJ,2021-09-26,PREG,,205,1200,562,564,79,2023-04-13,995,485,2.05154639175258,,
8809,HO,2021-09-26,PREG,,225,1300,581,583,79,2023-05-02,1075,504,2.13293650793651,,
8810,HJ,2021-09-26,PREG,,218,1080,537,557,94,2023-04-06,862,463,1.86177105831533,,
8811,HJ,2021-09-27,PREG,,251,1190,537,556,93,2023-04-06,939,463,2.0280777537797,,
8812,HJ,2021-09-27,PREG,,221,1180,544,563,93,2023-04-13,959,470,2.04042553191489,,
8813,HJ,2021-09-28,PREG,,232,1160,544,562,92,2023-04-13,928,470,1.97446808510638,,
8814,HO,2021-09-28,PREG,,239,1230,563,581,92,2023-05-02,991,489,2.02658486707566,,
8815,HO,2021-09-28,PREG,,236,1220,537,555,92,2023-04-06,984,463,2.12526997840173,,
8816,HO,2021-09-29,PREG,,216,1220,579,596,91,2023-05-18,1004,505,1.98811881188119,,
8817,HO,2021-09-29,PREG,,216,1080,544,561,91,2023-04-13,864,470,1.83829787234043,,
8818,HO,2021-09-29,SLD/DIE,,253,1170,,589,91,,917,498,1.84136546184739,,
8819,,2021-09-29,PREG,,450,1180,,561,214,2023-04-13,730,347,2.10374639769452,,
8820,HJ,2021-09-30,PREG,,226,1100,544,560,90,2023-04-13,874,470,1.85957446808511,,
8821,HO,2021-09-30,PREG,,251,1330,565,579,90,2023-05-04,1079,489,2.20654396728016,,
8822,HO,2021-09-30,PREG,,197,1180,544,560,96,2023-04-13,983,464,2.11853448275862,,
8823,HO,2021-09-30,PREG,,185,1040,544,560,90,2023-04-13,855,470,1.81914893617021,,
8824,HO,2021-09-30,PREG,,247,1080,520,560,124,2023-04-13,833,436,1.9105504587156,,
8825,HO,2021-09-30,SLD/DIE,,216,,544,560,90,2023-04-13,,470,,,
8826,HO,2021-10-01,PREG,,239,1240,565,578,89,2023-05-04,1001,489,2.04703476482618,,
8827,HJ,2021-10-01,SLD/DIE,,230,1100,,531,89,,870,442,1.9683257918552,,
8828,HO,2021-10-02,PREG,,226,1240,537,551,88,2023-04-06,1014,463,2.19006479481641,,
8829,HO,2021-10-03,PREG,,215,1260,562,597,121,2023-05-25,1045,476,2.1953781512605,,
8830,HO,2021-10-05,PREG,,214,1230,558,569,85,2023-04-27,1016,484,2.09917355371901,,
8831,HJ,2021-10-05,PREG,,220,1220,565,574,85,2023-05-04,1000,489,2.04498977505112,,
8832,HO,2021-10-06,PREG,,220,1240,565,573,84,2023-05-04,1020,489,2.08588957055215,,
8833,HJ,2021-10-06,PREG,,209,1010,558,568,84,2023-04-27,801,484,1.65495867768595,,
8834,HO,2021-10-06,PREG,,221,1180,563,573,84,2023-05-02,959,489,1.96114519427403,,
8835,HO,2021-10-06,PREG,,185,1080,579,589,84,2023-05-18,895,505,1.77227722772277,,
8836,HJ,2021-10-07,PREG,,200,1030,558,567,83,2023-04-27,830,484,1.71487603305785,,
8837,HO,2021-10-07,PREG,,195,1180,558,567,83,2023-04-27,985,484,2.03512396694215,,
8838,HJ,2021-10-07,PREG,,222,1050,544,553,83,2023-04-13,828,470,1.76170212765957,,
8839,HO,2021-10-07,PREG,,200,1110,544,553,83,2023-04-13,910,470,1.93617021276596,,
8840,HJ,2021-10-07,PREG,,234,1180,565,572,83,2023-05-04,946,489,1.93456032719836,,
8841,HO,2021-10-08,PREG,,210,1150,544,552,82,2023-04-13,940,470,2,,
8842,HJ,2021-10-09,PREG,,229,1100,558,565,81,2023-04-27,871,484,1.7995867768595,,
8843,HJ,2021-10-10,SLD/DIE,,235,235,,80,80,,0,0,,,
8844,HO,2021-10-10,PREG,,216,1250,563,569,80,2023-05-02,1034,489,2.11451942740286,,
8845,HJ,2021-10-11,PREG,,195,1110,558,563,79,2023-04-27,915,484,1.8904958677686,,
8846,HJ,2021-10-11,PREG,,231,1230,558,563,79,2023-04-27,999,484,2.06404958677686,,
8847,HO,2021-10-11,SLD/DIE,,216,1150,,577,79,,934,498,1.87550200803213,,
8848,HO,2021-10-12,PREG,,248,1240,532,548,93,2023-04-13,992,455,2.18021978021978,,
8849,HO,2021-10-13,PREG,,230,1100,532,547,92,2023-04-13,870,455,1.91208791208791,,
8850,HJ,2021-10-13,PREG,,218,1100,532,547,92,2023-04-13,882,455,1.93846153846154,,
8851,HO,2021-10-14,PREG,,235,1280,551,565,91,2023-05-02,1045,474,2.20464135021097,,
8852,HO,2021-10-14,PREG,,229,1280,553,565,91,2023-05-04,1051,474,2.21729957805907,,
8853,HO,2021-10-14,PREG,,230,1250,551,565,91,2023-05-02,1020,474,2.15189873417722,,
8854,HO,2021-10-14,PREG,,232,1150,546,560,91,2023-04-27,918,469,1.95735607675906,,
8855,HO,2021-10-15,PREG,,225,1200,546,559,90,2023-04-27,975,469,2.07889125799574,,
8856,HO,2021-10-15,PREG,,215,1090,546,559,90,2023-04-27,875,469,1.86567164179104,,
8857,HO,2021-10-15,PREG,,247,1280,581,593,90,2023-06-01,1033,503,2.05367793240557,,
8858,HO,2021-10-16,PREG,,238,1230,546,558,89,2023-04-27,992,469,2.11513859275053,,
8859,HO,2021-10-16,PREG,,229,1220,574,584,89,2023-05-25,991,495,2.0020202020202,,
8860,HJ,2021-10-16,SLD/DIE,,225,225,,89,89,,0,0,,,
8861,HJ,2021-10-17,PREG,,215,1160,574,583,88,2023-05-25,945,495,1.90909090909091,,
8862,HO,2021-10-19,PREG,,259,1230,574,581,86,2023-05-25,971,495,1.96161616161616,,
8863,HO,2021-10-19,PREG,,225,1170,546,555,86,2023-04-27,945,469,2.01492537313433,,
8864,HJ,2021-10-20,PREG,,225,1080,546,554,85,2023-04-27,855,469,1.82302771855011,,
8865,HO,2021-10-20,PREG,,225,1250,553,559,85,2023-05-04,1025,474,2.16244725738397,,
8866,HJ,2021-10-20,PREG,,224,1070,546,554,85,2023-04-27,846,469,1.80383795309168,,
8867,HO,2021-10-20,PREG,,210,920,551,559,85,2023-05-02,710,474,1.49789029535865,,
8868,HO,2021-10-20,PREG,,245,1100,553,560,85,2023-05-04,855,475,1.8,,
8869,HO,2021-10-20,PREG,,225,1160,546,554,85,2023-04-27,935,469,1.99360341151386,,
8870,HO,2021-10-20,SLD/DIE,,235,1290,,582,85,,1055,497,2.12273641851107,,
8871,HJ,2021-10-20,PREG,,213,1150,567,575,85,2023-05-18,937,490,1.91224489795918,,
8872,HO,2021-10-20,PREG,,209,1210,581,588,85,2023-06-01,1001,503,1.99005964214712,,
8873,HO,2021-10-20,PREG,,209,1150,546,554,85,2023-04-27,941,469,2.00639658848614,,
8874,HJ,2021-10-23,PREG,,223,1090,574,577,82,2023-05-25,867,495,1.75151515151515,,
8876,HJ,2021-10-23,PREG,,215,1060,551,556,82,2023-05-02,845,474,1.78270042194093,,
8877,HO,2021-10-24,PREG,,232,1250,551,555,81,2023-05-02,1018,474,2.14767932489452,,
8878,HO,2021-10-24,PREG,,239,1180,551,555,81,2023-05-02,941,474,1.98523206751055,,
8879,HO,2021-10-24,PREG,,189,1120,553,555,81,2023-05-04,931,474,1.96413502109705,,
8880,HO,2021-10-25,PREG,,240,1150,551,554,80,2023-05-02,910,474,1.91983122362869,,
8881,HO,2021-10-25,PREG,,259,1180,555,570,99,2023-05-18,921,471,1.95541401273885,,
8882,HO,2021-10-25,PREG,,215,1220,551,554,80,2023-05-02,1005,474,2.12025316455696,,
8883,HO,2021-10-25,PREG,,222,1420,539,554,99,2023-05-02,1198,455,2.63296703296703,,
8884,HJ,2021-10-25,PREG,,235,1250,551,554,80,2023-05-02,1015,474,2.14135021097046,,
8885,HO,2021-10-25,PREG,,265,1320,534,549,99,2023-04-27,1055,450,2.34444444444444,,
8886,HO,2021-10-27,PREG,,245,1230,597,610,97,2023-06-29,985,513,1.92007797270955,,
8887,HO,2021-10-27,PREG,,233,1250,541,552,97,2023-05-04,1017,455,2.23516483516484,,
8888,HO,2021-10-27,PREG,,252,1000,539,552,97,2023-05-02,748,455,1.64395604395604,,
8889,HO,2021-10-27,PREG,,251,1230,539,552,97,2023-05-02,979,455,2.15164835164835,,
8890,HJ,2021-10-28,PREG,,230,1160,562,572,96,2023-05-25,930,476,1.95378151260504,,
8891,HJ,2021-10-28,PREG,,249,1210,539,551,96,2023-05-02,961,455,2.11208791208791,,
8892,HO,2021-10-28,PREG,,222,1150,541,551,96,2023-05-04,928,455,2.03956043956044,,
8893,HO,2021-10-28,SLD/DIE,,248,248,,96,96,,0,0,,,
8895,HJ,2021-10-29,PREG,,228,1110,539,550,95,2023-05-02,882,455,1.93846153846154,,
8896,HO,2021-10-29,PREG,,245,1310,555,566,95,2023-05-18,1065,471,2.26114649681529,,
8897,HJ,2021-10-29,PREG,,196,1030,534,545,95,2023-04-27,834,450,1.85333333333333,,
8898,HJ,2021-10-29,PREG,,236,1140,539,550,95,2023-05-02,904,455,1.98681318681319,,
8899,HJ,2021-10-30,PREG,,255,1020,527,549,113,2023-05-04,765,436,1.7545871559633,,
8900,HO,2021-10-30,PREG,,236,950,539,549,94,2023-05-02,714,455,1.56923076923077,,
8901,HO,2021-10-30,PREG,,223,980,562,570,94,2023-05-25,757,476,1.59033613445378,,
8902,HO,2021-10-31,PREG,,232,1160,539,548,93,2023-05-02,928,455,2.03956043956044,,
8903,HO,2021-10-31,PREG,,236,1080,541,549,93,2023-05-04,844,456,1.85087719298246,,
8904,HO,2021-10-31,SLD/DIE,,224,980,,515,93,,756,422,1.7914691943128,,
8905,HO,2021-11-02,PREG,,232,1280,539,546,91,2023-05-02,1048,455,2.3032967032967,,
8908,HJ,2021-11-05,PREG,,244,1150,541,544,88,2023-05-04,906,456,1.98684210526316,,
8909,HO,2021-11-05,PREG,,223,980,539,543,88,2023-05-02,757,455,1.66373626373626,,
8910,HJ,2021-11-05,PREG,,230,1070,541,543,88,2023-05-04,840,455,1.84615384615385,,
8911,HO,2021-11-06,PREG,,221,1140,541,542,87,2023-05-04,919,455,2.01978021978022,,
8912,HO,2021-11-07,PREG,,245,1170,525,541,105,2023-05-02,925,436,2.12155963302752,,
8913,HJ,2021-11-07,SLD/DIE,,236,328,,170,105,,92,65,1.41538461538462,,
8914,HO,2021-11-07,SLD/DIE,,235,1060,,550,105,,825,445,1.85393258426966,,
8915,HO,2021-11-07,PREG,,236,1200,527,541,105,2023-05-04,964,436,2.21100917431193,,
8916,HJ,2021-11-07,SLD/DIE,,240,640,,291,105,,400,186,2.1505376344086,,
8917,HO,2021-11-08,PREG,,230,1060,527,540,104,2023-05-04,830,436,1.90366972477064,,
8918,HO,2021-11-08,PREG,,354,1180,527,540,104,2023-05-04,826,436,1.89449541284404,,
8919,HO,2021-11-06,PREG,,236,1120,562,563,87,2023-05-25,884,476,1.85714285714286,,
8920,HJ,2021-11-08,PREG,,254,1100,527,540,104,2023-05-04,846,436,1.94036697247706,,
8921,HJ,2021-11-10,PREG,,235,1100,527,538,102,2023-05-04,865,436,1.98394495412844,,
8922,HJ,2021-11-10,PREG,,243,1070,525,538,102,2023-05-02,827,436,1.89678899082569,,
8923,HO,2021-11-10,SLD/DIE,,240,1070,541,554,102,2023-05-18,830,452,1.83628318584071,,
8924,HO,2021-11-10,PREG,,212,1080,525,538,102,2023-05-02,868,436,1.99082568807339,,
8925,HO,2021-11-12,PREG,,237,1200,555,565,100,2023-06-01,963,465,2.07096774193548,,
8926,HO,2021-11-13,SLD/DIE,,236,1170,,558,99,,934,459,2.03485838779956,,
8927,HJ,2021-11-14,PREG,,243,1140,548,555,98,2023-05-25,897,457,1.96280087527352,,
8928,HO,2021-11-14,PREG,,237,1290,541,550,98,2023-05-18,1053,452,2.32964601769912,,
8929,HO,2021-11-16,PREG,,247,1170,541,548,96,2023-05-18,923,452,2.04203539823009,,
8930,HJ,2021-11-16,PREG,,240,1120,541,548,96,2023-05-18,880,452,1.94690265486726,,
8931,HO,2021-11-17,PREG,,250,1150,527,531,95,2023-05-04,900,436,2.06422018348624,,
8932,HO,2021-11-17,SLD/DIE,,235,1010,,498,95,,775,403,1.92307692307692,,
8933,HO,2021-11-17,PREG,,236,1080,527,531,95,2023-05-04,844,436,1.93577981651376,,
8934,HO,2021-11-18,PREG,,223,1140,548,551,94,2023-05-25,917,457,2.00656455142232,,
8935,HJ,2021-11-18,PREG,,225,1150,527,530,94,2023-05-04,925,436,2.12155963302752,,
8936,HO,2021-11-19,SLD/DIE,,255,1110,,496,93,,855,403,2.12158808933002,,
8937,HO,2021-11-19,PREG,,258,1170,576,580,93,2023-06-22,912,487,1.87268993839836,,
8938,HO,2021-11-21,PREG,,212,1090,530,543,98,2023-05-18,878,445,1.97303370786517,,
8939,HO,2021-11-21,SLD/DIE,,248,1270,,613,98,,1022,515,1.98446601941748,,
8940,HJ,2021-11-22,PREG,,260,1040,516,527,97,2023-05-04,780,430,1.81395348837209,,
8941,HJ,2021-11-22,PREG,,229,1110,530,542,97,2023-05-18,881,445,1.97977528089888,,
8942,HJ,2021-11-22,PREG,,228,1140,537,547,97,2023-05-25,912,450,2.02666666666667,,
8943,HJ,2021-11-22,PREG,,236,1010,516,527,97,2023-05-04,774,430,1.8,,
8944,HO,2021-11-23,PREG,,245,1130,530,541,96,2023-05-18,885,445,1.98876404494382,,
8945,HO,2021-11-23,PREG,,240,1230,537,546,96,2023-05-25,990,450,2.2,,
8946,HO,2021-11-23,SLD/DIE,,258,1110,,519,96,,852,423,2.01418439716312,,
8947,HO,2021-11-23,PREG,,267,1140,530,541,96,2023-05-18,873,445,1.96179775280899,,
8948,HO,2021-11-23,PREG,,258,1160,516,526,96,2023-05-04,902,430,2.09767441860465,,
8949,HJ,2021-11-23,PREG,,235,1100,516,525,96,2023-05-04,865,429,2.01631701631702,,
8950,HO,2021-11-24,PREG,,255,1170,565,575,95,2023-06-22,915,480,1.90625,,
8951,HJ,2021-11-24,PREG,,219,1060,586,596,95,2023-07-13,841,501,1.67864271457086,,
8952,HJ,2021-11-24,PREG,,259,1030,516,525,95,2023-05-04,771,430,1.79302325581395,,
8953,HJ,2021-11-24,SLD/DIE,,235,1090,,533,95,,855,438,1.95205479452055,,
8954,HO,2021-11-25,SLD/DIE,,248,316,,201,94,,68,107,0.635514018691589,,
8955,HO,2021-11-25,PREG,,236,1060,530,539,94,2023-05-18,824,445,1.85168539325843,,
8956,HJ,2021-11-26,PREG,,232,1100,516,522,93,2023-05-04,868,429,2.02331002331002,,
8957,HJ,2021-11-26,PREG,,233,1150,530,538,93,2023-05-18,917,445,2.06067415730337,,
8958,HJ,2021-11-27,PREG,,255,1080,530,537,92,2023-05-18,825,445,1.85393258426966,,
8959,HO,2021-11-28,SLD/DIE,,215,1160,,557,91,,945,466,2.02789699570815,,
8960,HO,2021-11-27,PREG,,255,1120,530,537,92,2023-05-18,865,445,1.9438202247191,,
8961,HO,2021-11-28,PREG,,215,940,530,536,91,2023-05-18,725,445,1.62921348314607,,
8962,HO,2021-11-28,PREG,,218,1120,530,536,91,2023-05-18,902,445,2.02696629213483,,
8963,HO,2021-11-28,PREG,,270,1260,537,541,91,2023-05-25,990,450,2.2,,
8964,HO,2021-11-28,PREG,,235,1210,530,536,91,2023-05-18,975,445,2.19101123595506,,
8965,HO,2021-11-28,PREG,,249,1280,537,541,91,2023-05-25,1031,450,2.29111111111111,,
8966,HO,2021-11-29,PREG,,228,1230,530,535,90,2023-05-18,1002,445,2.25168539325843,,
8968,HO,2021-11-29,PREG,,220,1110,530,535,90,2023-05-18,890,445,2,,
8969,HJ,2021-11-29,PREG,,222,1080,530,535,90,2023-05-18,858,445,1.92808988764045,,
8971,HJ,2021-11-30,PREG,,242,1020,530,534,89,2023-05-18,778,445,1.74831460674157,,
8972,HJ,2021-12-01,PREG,,215,1160,544,546,88,2023-06-01,945,458,2.06331877729258,,
8973,HO,2021-12-01,PREG,,248,1010,544,545,88,2023-06-01,762,457,1.66739606126915,,
8974,HO,2021-12-01,PREG,,258,1240,516,518,88,2023-05-04,982,430,2.28372093023256,,
8975,HO,2021-12-02,PREG,,245,1250,544,545,74,2023-06-01,1005,471,2.13375796178344,,
8976,HJ,2021-12-02,PREG,,210,890,509,516,95,2023-05-04,680,421,1.61520190023753,,
8977,HO,2021-12-02,PREG,,218,1140,509,517,95,2023-05-04,922,422,2.18483412322275,,
8978,HO,2021-12-03,PREG,,232,1190,523,531,94,2023-05-18,958,437,2.19221967963387,,
8979,HO,2021-12-03,PREG,,224,960,523,531,94,2023-05-18,736,437,1.68421052631579,,
8980,HJ,2021-12-03,PREG,,241,1090,537,544,94,2023-06-01,849,450,1.88666666666667,,
8981,HO,2021-12-04,PREG,,211,1060,523,530,93,2023-05-18,849,437,1.94279176201373,,
8982,HO,2021-12-04,PREG,,214,1120,530,535,93,2023-05-25,906,442,2.04977375565611,,
8983,HO,2021-12-04,SLD/DIE,,232,900,,586,93,,668,493,1.35496957403651,,
8984,HO,2021-12-04,PREG,,253,1240,530,535,93,2023-05-25,987,442,2.23303167420814,,
8985,HO,2021-12-05,PREG,,232,1130,523,529,92,2023-05-18,898,437,2.05491990846682,,
8986,HO,2021-12-05,PREG,,211,1070,530,534,92,2023-05-25,859,442,1.94343891402715,,
8987,HO,2021-12-05,PREG,,222,1170,530,534,92,2023-05-25,948,442,2.1447963800905,,
8988,HO,2021-12-05,PREG,,215,1110,523,529,92,2023-05-18,895,437,2.04805491990847,,
8989,HO,2021-12-05,PREG,,252,1080,537,542,92,2023-06-01,828,450,1.84,,
8990,HO,2021-12-05,PREG,,225,1000,537,542,92,2023-06-01,775,450,1.72222222222222,,
8991,HO,2021-12-06,PREG,,214,1140,530,533,91,2023-05-25,926,442,2.09502262443439,,
8992,HO,2021-12-07,SLD/DIE,,225,225,,90,90,,0,0,,,
8993,HJ,2021-12-06,PREG,,215,1090,523,528,91,2023-05-18,875,437,2.00228832951945,,
8994,HO,2021-12-06,PREG,,218,1150,523,528,91,2023-05-18,932,437,2.13272311212815,,
8995,HO,2021-12-06,SLD/DIE,,222,950,,493,91,,728,402,1.81094527363184,,
8996,HJ,2021-12-06,PREG,,220,1030,523,528,91,2023-05-18,810,437,1.85354691075515,,
8997,HO,2021-12-07,PREG,,220,1130,537,540,90,2023-06-01,910,450,2.02222222222222,,
8998,HO,2021-12-07,PREG,,215,930,523,527,90,2023-05-18,715,437,1.63615560640732,,
8999,HJ,2021-12-08,PREG,,222,1060,558,561,89,2023-06-22,838,472,1.77542372881356,,
9000,HO,2021-12-09,PREG,,218,1180,579,581,88,2023-07-13,962,493,1.95131845841785,,
9001,HO,2021-12-09,PREG,,216,1130,511,525,96,2023-05-18,914,429,2.13053613053613,,
9002,HO,2021-12-09,PREG,,225,1030,518,530,96,2023-05-25,805,434,1.85483870967742,,
9003,HJ,2021-12-09,PREG,,211,1050,518,530,96,2023-05-25,839,434,1.9331797235023,,
9004,HO,2021-12-09,PREG,,233,1180,518,530,96,2023-05-25,947,434,2.18202764976959,,
9005,HJ,2021-12-09,PREG,,226,1050,511,525,96,2023-05-18,824,429,1.92074592074592,,
9006,HJ,2021-12-10,PREG,,229,1090,511,524,95,2023-05-18,861,429,2.00699300699301,,
9007,HO,2021-12-11,PREG,,232,1060,553,565,94,2023-06-29,828,471,1.75796178343949,,
9008,HO,2021-12-12,PREG,,256,1140,518,527,93,2023-05-25,884,434,2.036866359447,,
9009,HO,2021-12-13,PREG,,242,1160,518,526,92,2023-05-25,918,434,2.11520737327189,,
9010,HJ,2021-12-13,PREG,,228,1150,609,619,92,2023-08-24,922,527,1.74952561669829,,
9011,HO,2021-12-14,PREG,,228,1130,525,533,91,2023-06-01,902,442,2.04072398190045,,
9012,HO,2021-12-15,PREG,,204,1240,518,524,90,2023-05-25,1036,434,2.38709677419355,,
9013,HO,2021-12-16,PREG,,215,1030,518,523,89,2023-05-25,815,434,1.8778801843318,,
9014,HJ,2021-12-17,PREG,,200,980,511,517,88,2023-05-18,780,429,1.81818181818182,,
9015,HO,2021-12-18,PREG,,210,1290,567,572,87,2023-07-13,1080,485,2.22680412371134,,
9016,HJ,2021-12-18,PREG,,225,1060,518,521,87,2023-05-25,835,434,1.92396313364055,,
9017,HJ,2021-12-18,PREG,,223,1180,518,521,87,2023-05-25,957,434,2.20506912442396,,
9018,HJ,2021-12-19,PREG,,199,1090,525,528,86,2023-06-01,891,442,2.0158371040724,,
9019,Other,2021-12-20,PREG,,205,1040,525,527,85,2023-06-01,835,442,1.88914027149321,,
9020,HO,2021-12-20,PREG,,231,990,546,549,85,2023-06-22,759,464,1.63577586206897,,
9021,HO,2021-12-21,PREG,,235,1130,518,518,84,2023-05-25,895,434,2.06221198156682,,
9022,HO,2021-12-21,PREG,,192,930,538,548,90,2023-06-22,738,458,1.61135371179039,,
9023,HO,2021-12-22,SLD/DIE,,288,326,,206,98,,38,108,0.351851851851852,,
9024,HJ,2021-12-22,PREG,,220,950,517,525,89,2023-06-01,730,436,1.6743119266055,,
9025,HO,2021-12-22,SLD/DIE,,215,282,,187,89,,67,98,0.683673469387755,,
9026,HO,2021-12-23,PREG,,304,1250,467,524,144,2023-06-01,946,380,2.48947368421053,,
9027,HO,2021-12-23,PREG,,210,1170,517,524,88,2023-06-01,960,436,2.20183486238532,,
9028,HJ,2021-12-23,"",,212,278,,186,88,,66,98,0.673469387755102,,
9029,HO,2021-12-24,SLD/DIE,,285,285,,143,143,,0,0,,,
9030,HJ,2021-12-24,PREG,,205,1140,510,515,87,2023-05-25,935,428,2.18457943925234,,
9031,HO,2021-12-26,PREG,,213,920,538,543,85,2023-06-22,707,458,1.54366812227074,,
9032,HO,2021-12-26,PREG,,222,1280,517,521,85,2023-06-01,1058,436,2.42660550458716,,
9034,HO,2021-12-27,PREG,,215,1080,510,512,84,2023-05-25,865,428,2.02102803738318,,
9035,HJ,2021-12-27,PREG,,222,1030,538,542,84,2023-06-22,808,458,1.76419213973799,,
9036,HO,2021-12-27,PREG,,210,980,510,512,84,2023-05-25,770,428,1.79906542056075,,
9037,HO,2021-12-28,PREG,,221,1130,545,548,83,2023-06-29,909,465,1.95483870967742,,
9038,HO,2021-12-28,PREG,,216,960,510,511,83,2023-05-25,744,428,1.73831775700935,,
9039,HJ,2021-12-28,PREG,,205,1020,517,519,83,2023-06-01,815,436,1.86926605504587,,
9040,HO,2021-12-28,PREG,,223,1190,510,511,83,2023-05-25,967,428,2.25934579439252,,
9041,HO,2021-12-28,PREG,,223,1300,580,583,83,2023-08-03,1077,500,2.154,,
9042,HO,2021-12-28,PREG,,200,1210,510,511,83,2023-05-25,1010,428,2.35981308411215,,
9043,HO,2021-12-30,PREG,,230,1120,530,539,90,2023-06-22,890,449,1.98218262806236,,
9044,HJ,2021-12-30,PREG,,213,980,509,517,90,2023-06-01,767,427,1.79625292740047,,
9045,HO,2021-12-30,PREG,,211,1130,509,517,90,2023-06-01,919,427,2.15222482435597,,
9046,HJ,2021-12-30,PREG,,222,930,509,517,90,2023-06-01,708,427,1.65807962529274,,
9047,HJ,2021-12-30,PREG,,162,910,502,509,90,2023-05-25,748,419,1.78520286396181,,
9048,HO,2022-01-01,SLD/DIE,,215,215,,88,88,,0,0,,,
9049,HJ,2022-01-01,PREG,,215,850,530,537,88,2023-06-22,635,449,1.41425389755011,,
9050,HO,2022-01-02,PREG,,211,1240,572,578,87,2023-08-03,1029,491,2.09572301425662,,
9051,HO,2022-01-02,PREG,,205,1340,621,611,87,2023-09-21,1135,524,2.16603053435115,,
9052,HO,2022-01-03,PREG,,218,1080,509,513,86,2023-06-01,862,427,2.01873536299766,,
9053,HO,2022-01-03,PREG,,232,1160,551,556,86,2023-07-13,928,470,1.97446808510638,,
